nodeID,in,out
3669,3941,2027
3671,6035,6036
3672,4051,4065
3673,8011,8006
3674,18194,20122
3676,4178,4088
3679,4106,4111
3680,10063,12150
3681,32008,34048
3682,1954,1984
3685,8804,8829
3686,12047,7972
3688,2035,4021
3689,36291,31254
369,2041,4064
3693,0,2043
3695,0,2042
3696,0,2086
3698,8122,10104
3699,2060,2047
3700,10126,12104
3701,3926,2073
3706,22147,30183
3708,8001,9925
371,6090,6090
3710,396263,392242
3711,4008,4008
3712,2091,1943
3717,6018,8027
3719,1971,2125
372,4064,6025
3720,10097,10207
3722,2036,1951
3723,8210,10247
3725,57302,54350
3727,0,2025
3729,16204,16161
3735,1994,2014
3736,0,0
3737,4124,2057
3738,3993,1963
3739,15908,13960
374,8060,8117
3744,1968,1951
3747,3957,4012
3749,10041,11948
3752,0,2047
3755,6115,8151
3757,14029,14029
3758,38305,40322
376,10168,10231
3760,14158,14076
3763,10987,8939
3768,8127,8032
3769,1959,1948
377,2029,4019
3770,8004,10021
3771,2069,2022
3772,4048,1998
3773,4031,2065
3774,34246,34304
3775,14107,14047
3777,4104,6188
3778,0,2030
3779,0,2048
378,3906,3878
3781,10173,6022
3782,14128,16030
3785,6136,4104
3792,16254,18306
3794,68279,70248
3795,7986,10063
3796,5994,4002
3797,10265,12257
3801,4154,4071
3803,4026,2018
3804,2022,0
3805,0,1979
381,12073,8807
3810,2000,1965
3811,4040,6117
3812,1957,4062
3813,6135,8158
3815,0,2032
3816,195721,30388
3818,2088,0
3819,2019,4035
382,0,1875
3820,4115,6184
3822,6122,6030
3823,16059,18041
3827,124864,110690
3828,2007,2027
3829,6047,8111
3830,10163,10190
3833,1981,1964
3835,1983,2011
3836,9886,9818
3838,4032,6112
3839,9947,11901
384,6099,4089
3840,21998,24053
3841,828,3892
3846,2022,2022
3847,2030,0
3848,2092,4068
3849,8147,6151
3850,2077,2085
3851,2018,8160
3852,2016,2016
3853,16059,12125
3858,11918,11982
3859,2050,0
386,10076,8059
3860,4032,2039
3863,0,2057
3864,0,2058
3865,32388,34397
3867,2004,4086
3868,3962,6007
3869,4018,6022
387,8144,6089
3870,280775,282804
3871,12103,12104
3872,5972,6029
3874,4117,4071
3875,12139,10141
3876,11908,10006
3877,8945,8113
3878,5930,0
388,80552,82606
3882,4078,6069
3883,0,2029
3884,1971,8134
3885,18292,22368
3886,0,0
3887,8157,8157
3890,4040,1941
3892,12116,12150
3895,20112,18083
3896,6021,8120
3897,3940,3955
3898,0,2079
39,4013,1940
390,28231,30247
3900,12098,10112
3906,52129,54158
3908,2013,0
391,30004,36151
3912,8159,10145
3915,0,2043
3918,20355,18319
3919,0,2049
392,2019,4009
3920,16064,13984
3923,0,1950
3925,14889,12961
3926,1999,2086
3927,4010,5996
3930,3947,2002
3931,119099,115153
3936,10065,8027
3937,2014,2037
3939,10158,2816
394,17791,17749
3940,19981,20068
3941,215841,221941
3943,6056,7969
3944,6096,4028
3946,2008,1991
3947,74440,72459
3948,8158,10172
395,0,2116
3950,8191,10243
3952,7949,8078
3956,3983,5998
3957,0,2069
3958,5956,7929
3959,0,1903
3960,1979,1984
3964,3863,2004
3968,4135,2062
3969,108521,106549
397,0,1973
3971,20245,20242
3972,6069,10030
3975,6227,8292
3978,8077,4010
398,3920,3960
3980,0,2063
3983,0,1997
3984,9995,8019
3985,8135,8139
3987,6096,4049
399,0,1991
3991,0,2075
3993,0,2085
3994,0,2003
3995,9985,11951
3998,30604,32680
4,6040,13815
400,1996,4070
4000,4046,6084
4002,2057,4050
4003,11977,10089
4004,135667,133659
4005,6096,8128
4007,1973,3991
4008,32624,40601
4013,3924,1962
4014,3893,1987
4015,6113,8106
4017,6022,8010
4019,2012,3956
4024,18205,10057
4025,7876,7876
4028,3967,5964
403,2033,2019
4031,2176,4228
4033,0,2029
4036,1993,2007
4039,8202,8202
404,14001,14120
4040,2027,4023
4042,12051,8137
4043,5999,8000
4045,2034,4090
4047,8022,7924
4049,4021,6037
405,5987,6033
4050,130563,126485
4053,30191,32187
4054,4108,6078
4056,2093,4049
4057,20070,20060
4059,8058,5995
4064,2043,2085
4065,3942,0
4066,0,0
4067,3994,6019
4068,0,1995
407,0,2076
4070,6032,2007
4074,0,1983
4075,12086,14090
4076,1943,1973
4077,0,2006
408,1988,1987
4080,40215,46394
4083,11997,16025
4084,6132,3977
4085,3980,2051
4086,0,0
4088,12075,14041
4089,6043,3961
4090,4052,4028
4091,2086,2092
4092,764,2789
4094,12051,14074
4097,0,1987
4099,2050,4064
410,6006,3994
4100,117346,115407
4102,6115,8128
4103,8094,10066
4104,12111,12052
4105,3841,5853
4106,10134,18295
4108,2035,4105
411,7905,6004
4110,12064,12132
4111,5939,7925
4113,8080,10080
4114,18320,18479
4115,10003,16052
4116,0,2061
4120,2015,2016
4122,5920,6011
4123,20184,22131
4124,0,2038
4126,10171,12155
4129,6813,4019
4133,6071,6071
4134,1955,0
4135,2025,4002
4136,5950,8036
4138,0,2036
4139,36066,28019
4140,0,2054
4142,0,0
4145,0,2017
4149,6002,6010
4150,0,1992
4151,1998,4037
4152,2006,1961
4156,0,1962
4157,0,2006
4158,0,2048
4159,12115,12122
4160,8019,3979
4161,31885,27883
4162,10134,10021
4165,0,2037
4166,10959,12233
4167,4851,6055
4169,12035,17956
4170,10208,12206
4172,20036,28102
4174,3994,2003
4175,1961,2023
4176,4062,4054
4177,24157,30138
4179,13957,13927
418,6038,6087
4180,4012,4126
4181,36399,36344
4182,10218,10151
4183,10136,8018
4187,10235,10169
419,4116,4044
4190,6040,8046
4191,8032,2004
4192,2029,1985
4193,3998,4053
4196,3995,5973
4197,18205,16160
4198,11842,13841
4199,1989,3974
4200,5997,6027
4201,6074,6028
4202,0,2035
4203,0,0
4205,6040,5992
4206,20475,20497
4208,0,2050
421,0,2031
4214,3995,1906
4215,29984,29942
4216,5928,7934
4218,4046,6070
4219,4057,4017
422,6022,5961
4222,2053,2053
4224,6022,0
4226,8002,2029
4227,2036,4091
4228,8037,5959
423,5992,8035
4231,26330,28341
4233,4065,1984
4234,3933,5877
4236,0,2077
4237,2055,8055
4238,3993,2045
424,8157,4040
4240,2031,4082
4242,109349,111284
4243,80118,78101
4244,6042,4026
4247,6105,2047
4248,9964,10095
4249,2036,0
425,10128,0
4250,0,2010
4252,4012,1995
4254,0,2003
4256,11944,3860
4257,9889,11992
4258,0,1990
4259,22187,22222
426,2056,2026
4260,121124,119109
4265,111263,111284
4267,14242,12285
4269,12111,14196
427,2021,1997
4270,0,7938
4271,2015,4001
4272,578730,577517
4274,10130,4029
4279,4128,4095
4282,2002,4020
4283,14225,16213
4284,2011,4059
4287,8108,8076
4288,6081,8134
4289,16202,10240
4290,4109,6149
4291,6096,4003
4293,12073,4058
4295,2090,1956
4298,0,0
4299,1964,2080
4300,10054,8015
4303,1977,2008
4306,32080,32008
4307,2040,2052
4309,6029,8038
431,12178,8097
4310,10177,10092
4311,7979,7971
4312,0,0
4313,8012,8113
4315,0,1975
4316,10173,8077
4319,3963,3976
432,0,0
4320,50491,50523
4321,7941,7994
4322,11947,11941
4328,104394,102382
4329,11981,14038
433,2021,0
4330,0,1973
4331,0,2003
4332,1969,4011
4334,0,0
4335,4060,2038
4336,2033,1976
4337,566375,552059
4338,4116,2067
434,6099,8141
4341,66470,60392
4345,8047,7951
435,0,1961
4350,4165,2101
4351,16190,18234
4354,2009,4053
4357,1967,0
436,10141,12181
4362,3959,5996
4364,1951,3919
4367,5956,7923
4369,6019,8021
437,96181,96181
4371,7989,7989
4373,0,2019
4374,6081,3992
4375,4071,2028
4377,11851,11851
4378,6002,5981
4379,2034,4009
438,0,0
4382,6074,8113
4383,4101,6048
4385,211895,217803
4386,2126,4086
4388,12282,14287
439,763,0
4390,8156,6122
4392,1974,0
4393,1984,1989
4395,4012,6012
4397,7896,9906
44,8084,4104
440,8094,10168
4401,8209,8128
4404,10171,8137
4408,0,2026
4411,15975,7986
4412,2167,0
4413,10008,9952
4414,6008,6088
4415,14194,14196
4416,2032,8146
4418,12127,14178
4419,1992,2075
4420,3949,5977
4421,11977,14038
4422,4015,4015
4423,15987,22110
4424,40215,34233
4425,54040,42057
4426,24184,24173
4428,0,2066
4431,6030,1986
4440,45707,45737
4441,4101,2078
4443,3943,7971
4444,10119,4090
4446,2084,4110
4449,3980,6076
445,5917,2012
4453,6156,4056
4454,11920,11908
4455,0,2026
4457,264630,272665
4458,11997,14000
4462,10087,12066
4464,339712,333680
4467,8048,8048
4469,3999,5977
4470,8146,10130
4471,2020,2041
4476,4046,2087
4477,21998,20088
4478,15922,18006
4479,0,0
4480,6129,6055
4483,1969,1969
4484,0,2017
4485,8127,4086
4489,10308,10229
449,3895,5960
4490,0,2013
4496,6746,6813
4498,0,2012
4499,8928,10987
45,0,0
450,20243,20222
4501,39899,33935
4502,2096,1988
4503,1989,2078
4504,1997,0
4506,2051,2033
4507,1996,1928
4508,3996,6008
4509,0,2059
451,16044,14165
4510,3965,4001
4512,5977,5912
4517,1992,4023
4518,117142,125243
452,2045,1987
4520,2053,2003
4522,66328,62369
4525,11987,12022
4531,193566,185565
4532,2026,0
4533,0,0
4534,26051,26048
4535,19993,20045
4538,5967,7974
4539,266504,219476
454,1987,4113
4540,7951,2076
4541,1993,3990
4543,20113,18131
4544,12085,12229
4545,4049,0
4546,6127,4080
4547,0,1932
4548,18104,20199
455,1941,1991
4551,0,2004
4553,16063,14113
4558,12025,12088
4559,0,1987
4561,6027,8097
4563,2031,4111
4564,7929,7929
4565,3868,3932
4566,2040,2050
4567,26090,4051
4568,8015,3972
4569,4063,1977
457,0,1987
4572,62357,64311
4574,38248,34261
4576,5926,6010
4577,1978,2002
4578,4001,6013
4579,10009,8019
4580,12118,10231
4582,15907,15866
4583,5902,5902
4584,0,2039
4585,4030,6040
4588,6105,8126
4589,12272,14332
4591,6073,8035
4593,6086,6072
4594,8159,10180
4595,10007,10040
4597,353662,353763
4598,5955,3985
4600,80546,82606
4602,8128,8128
4604,48394,52458
4607,4037,4017
4608,2084,2084
4609,0,2019
4610,0,0
4611,3927,0
4612,2082,2002
4614,4110,2059
4615,7963,7924
4616,8166,10231
4617,0,2047
4618,4082,6167
4619,4038,2095
462,4014,3985
4621,0,2052
4622,5956,8017
4625,112222,108154
4626,0,1958
4627,10203,10365
4629,1976,2012
4630,5927,7994
4632,16296,8133
4634,9963,8021
4635,8120,6105
4637,0,2029
4639,3977,2027
4640,2064,1957
4641,0,0
4642,9982,11949
4643,355218,351211
4644,4136,2035
4645,3987,2069
4646,0,0
4649,0,2023
465,2017,2017
4650,14010,16033
4653,12157,14119
4654,9992,8049
4658,3973,2010
466,2031,2027
4660,4003,6049
4661,4050,1985
4663,11992,1944
4667,12036,14061
4668,0,1984
4669,2062,4075
467,0,1938
4670,1955,1984
4671,0,0
4673,5939,2004
4674,4070,5992
4677,7887,9863
4679,0,1986
4680,6137,8126
4682,38108,40077
4683,2810,1997
4684,2048,4054
4685,2015,2072
4687,0,1988
469,6042,8033
4690,2037,2077
4691,2026,2060
4692,7945,1985
4693,1994,3951
4694,2085,4108
4695,2029,1990
4696,0,1955
4698,2077,2003
4699,5926,7970
470,0,2049
4701,0,8055
4702,1998,3983
4703,16118,14073
4704,4036,6025
4705,1895,3812
4706,24419,24437
4708,2047,1969
4709,7997,7997
471,1925,3893
4710,4035,5938
4712,18053,20068
4716,765,2715
4718,6074,8142
4721,2000,2061
4724,5980,8077
4725,3961,4007
4727,5985,6093
4728,4027,6047
473,12100,6016
4730,4077,4055
4733,4104,1998
4735,8137,10182
4736,6147,6070
4737,0,0
4741,4035,6034
4743,6079,6079
4744,6090,4026
4745,2016,1960
4746,30116,24026
4749,0,2040
475,4005,6095
4750,6095,8246
4752,0,0
4753,0,0
4756,2016,0
4757,4023,3959
4759,0,1981
4762,0,2031
4763,12021,11997
4765,18144,14193
4769,0,2029
4771,10028,12050
4774,0,2031
4779,8036,10032
4780,7906,7998
4781,5925,2018
4785,6113,8192
4786,1933,3905
4789,2042,4094
4790,4823,5976
4791,78605,80604
4793,3916,5894
4794,2047,2096
4796,2048,2031
4797,6099,8116
4798,4021,4019
48,1972,1996
480,0,0
4800,1980,1948
4801,6120,4057
4803,1961,2062
4804,5983,8056
4805,8139,1961
4807,2001,4056
4813,2067,4080
4814,64181,66201
4815,8110,5994
4816,3926,2057
4819,27941,27998
482,7970,6072
4820,3969,3962
4822,1971,2034
4823,2058,2032
4827,98571,96480
4829,4111,4116
4831,0,1934
4832,3976,4010
4835,5899,5899
4836,0,2052
4838,3998,4053
484,4042,2075
4840,6055,4062
4841,2117,4176
4842,0,2065
4843,2026,1999
4845,3997,6129
4847,2023,1939
485,4089,4020
4850,8031,10085
4851,5884,7912
4854,1985,0
4856,18089,19986
4857,6018,3992
486,64151,60183
4860,0,0
4861,26163,28220
4862,6014,1989
4863,10205,8174
4865,0,1947
4867,10208,10119
487,0,1960
4870,26208,26232
4873,4127,4026
4874,5971,7962
4875,12333,14348
4876,4113,4096
4877,0,1933
4878,6017,8001
4879,3976,6018
4880,8087,10075
4881,6021,4084
4882,2009,4069
4884,12799,11980
4885,10230,12332
4886,106549,108592
4888,1941,1941
4889,102596,102689
489,0,2026
4891,4032,1981
4892,27989,26003
4893,13967,14064
4894,60196,62207
4895,16185,14272
4897,2034,2028
490,0,2001
4900,12220,10114
4902,71192,71200
4904,8109,10164
4905,67808,65082
4906,3974,1927
4907,2126,2027
4908,0,2047
4909,4055,2013
491,5925,4026
4911,8067,1908
4912,10066,8011
4914,6076,6095
4915,18896,18956
4916,3948,3941
4917,4015,5980
4918,7934,7910
4919,10095,12150
492,7787,15824
4921,2064,4086
4922,4062,6086
4923,4087,3989
4924,2024,3994
4925,2056,1992
4926,26095,24080
4927,5937,5992
4930,20133,22155
4931,3932,1996
4933,1938,1952
4934,2001,4012
4939,3999,6022
4942,24251,22177
4944,16964,18919
4945,2052,4025
4946,2021,4100
4947,6054,6110
4948,4071,1986
4949,2007,2096
4953,6020,2023
4955,0,0
4956,2039,2080
4959,10149,5996
4961,0,2043
4962,4035,2113
4963,5969,7978
4964,102552,102484
4967,2046,0
4968,12235,10121
4969,8218,8085
4971,14033,14033
4972,2042,2042
4976,2072,2038
4979,8112,4041
4980,0,2019
4981,10060,10097
4986,14104,11948
499,16188,16190
4991,10053,10182
4995,8103,10136
4996,0,2008
50,3954,5968
5001,0,2047
5002,6045,6006
5005,2086,2041
5006,0,2027
5009,0,0
501,2019,2079
5010,9952,9964
5011,25994,23919
5012,7854,7944
5013,0,2095
5014,0,1985
5015,4035,1971
5017,10049,12081
5018,38557,38526
5019,20066,22099
5020,12052,6028
5021,13837,15860
5024,2028,2005
5025,4032,4032
5026,16033,16012
5027,2046,2006
5028,12166,12190
5030,6026,5992
5031,1967,0
5032,9963,12023
5034,6018,8042
5036,5970,6026
5037,95329,95345
5038,1887,2025
504,40359,40359
5044,82659,82593
5046,1908,0
5047,6069,4066
5048,23886,22048
5049,4053,4108
5051,765,8740
5052,0,1979
5053,1945,0
5055,3965,6034
5056,7983,5994
5057,1971,2050
5058,8158,4039
506,20188,22231
5061,0,2057
5062,4019,5975
5063,0,0
5064,3986,2024
5065,7997,0
5067,64522,64591
5068,5966,6129
5071,2063,4007
5072,4021,6043
5073,0,2028
5074,29863,23906
5076,2000,2063
5080,14017,14088
5083,2008,2008
5084,2032,0
5085,38175,46348
5086,4086,6077
5088,6857,6843
5090,0,1999
5091,16128,11920
5092,7937,5879
5093,9989,9928
5096,3990,5990
5097,6066,6066
5098,4003,1987
5099,4122,6071
51,1986,2007
510,4109,2004
5100,4069,6061
5103,2067,2001
5104,1976,2033
5107,6000,4053
5109,0,1925
511,10071,10028
5110,14151,14064
5111,4021,6031
5112,5965,2050
5115,0,2006
5117,2102,2065
5118,8209,6076
5119,3904,5914
5121,7953,9959
5123,0,1999
5124,10073,8025
5126,20109,14071
5127,4005,3954
5128,4017,6045
513,13998,22085
5130,2030,4069
5132,0,2047
5133,4020,4057
5135,0,2000
5137,111225,111263
514,30328,24357
5144,2033,4025
5146,27906,26051
5147,6062,8114
5148,0,1971
5149,5983,8054
515,4008,4025
5150,5933,3938
5151,4029,5987
5153,10194,8169
5157,1931,2002
5158,16014,8030
5161,13951,13951
5164,10243,10317
5165,16286,18360
5168,43134,41877
5169,4002,6007
517,0,0
5172,0,2005
5173,279219,273244
5175,0,2055
5176,10014,9974
5177,10008,11950
5178,11999,1996
5179,0,2068
518,3999,4018
5180,10140,10066
5182,6107,6012
5185,8109,0
5186,12248,4011
5187,1976,1986
5188,227541,233529
519,0,2000
5190,8000,9983
5191,3990,6006
5193,4018,5972
5195,422060,418101
520,2047,4064
5201,0,2061
5205,8153,2012
5207,2032,2090
521,4008,2002
5211,252288,256697
5214,9961,11911
5215,4003,1955
5217,0,2032
5218,1992,1987
522,5991,4028
5221,1962,1962
5222,3961,2031
5223,6021,3985
5224,8240,6183
5225,4111,6098
5226,58574,62520
5232,3984,4013
5234,0,2083
5235,18203,16250
5236,20340,22363
5238,38069,36046
5242,0,2072
5243,1930,0
5244,12018,11990
5245,0,8162
5246,4030,6025
5247,76662,74642
5248,16025,16036
5251,26169,25993
5252,0,2043
5253,0,2096
5254,22237,24277
5255,2057,1988
5256,4082,6180
5257,8177,6003
5258,10002,9988
5259,15892,15892
526,9944,5983
5260,8019,3987
5261,4113,4093
5264,1998,2085
5265,2026,2028
5267,24083,22123
5268,2105,1971
5269,1946,3993
5272,3978,3966
5273,11945,14002
5277,7876,6197
5278,6045,6045
5281,6156,8123
5282,8070,10012
5285,0,1968
5286,18463,18421
5287,3999,6074
5289,16247,1970
5292,4007,2051
5293,0,2003
5295,24357,20365
5296,2032,2032
5298,31919,29974
5299,0,2035
53,3983,3928
530,4021,0
5300,4104,4087
5301,6090,8063
5302,3913,4022
5303,1965,1944
5304,4006,2093
531,6005,4007
5310,7955,9993
5311,7995,9912
5312,6031,8014
5314,1989,1989
5316,2049,0
5318,0,1913
5321,165113,163211
5322,8027,9959
5323,20120,14095
5324,68080,56068
5325,0,0
5326,6026,3975
5328,4840,5951
5329,6149,5599
5333,6167,14217
5334,4016,4016
5335,8238,14151
5337,9882,11898
5339,6111,6137
534,6000,5990
5341,7993,5977
5342,8068,10140
5343,3993,2029
5347,1991,3995
5349,1977,1986
535,116518,102587
5350,16111,16152
5353,12279,1944
5354,8115,8105
5356,4037,4057
5358,2058,1980
536,0,0
5360,0,0
5361,2055,2008
5364,9957,9965
5366,0,2057
5369,3997,3981
537,4015,3973
5372,9982,18091
5373,1996,3938
5374,22089,22853
5375,0,0
5376,3923,2041
5378,5883,7929
538,20122,22076
5383,0,1973
5387,0,2058
5389,14180,14088
539,63964,60106
5392,70754,70706
5394,8034,7992
5396,7984,6014
5397,12086,10027
5399,22924,20870
5400,4054,6079
5402,46369,48415
5403,18165,14070
5405,1906,3959
5406,4020,1980
5408,2062,2062
541,1994,1940
5410,21860,15826
5411,0,0
5413,4008,6005
5414,28352,18041
5416,34150,32182
5417,6185,6213
5418,22107,22107
5419,0,8039
5421,6072,8056
5422,10101,16154
5426,0,0
5427,4043,6014
5428,1938,4051
5429,0,1979
5431,0,2094
5433,578896,574871
5434,58574,66536
5435,2040,2036
5439,16041,16050
544,0,0
5440,0,0
5441,38250,38312
5446,30406,32364
5447,2039,4012
5451,0,1916
5452,1937,1987
5453,14912,12041
5454,4049,2033
5455,6067,8086
5457,12015,7996
5458,2016,2032
5461,3988,2000
5463,8853,6108
5465,6040,5942
5468,2004,4015
5470,5841,7813
5471,0,1965
5474,9953,10122
5478,6025,7924
5480,8027,8007
5482,0,2017
5485,8048,1999
5486,32013,31990
5487,3997,6027
5490,6046,4022
5491,7959,7981
5492,3932,5867
5493,0,2075
5494,3985,5979
5495,127223,129275
5498,6082,4095
5499,0,2001
550,19914,19924
5500,8012,1926
5501,18188,18092
5502,4025,4020
5505,3993,4010
5506,12152,14064
5509,3974,3945
5510,10040,7979
5511,6010,6014
5512,2004,0
5513,4166,4116
5514,1974,0
5516,2081,2046
5518,0,0
5519,0,1995
552,3979,5986
5520,10194,12247
5521,10077,12022
5523,5909,7925
5524,11884,9892
5528,1890,3942
5531,6137,4148
5532,32326,32400
5533,3969,5923
5534,1951,2100
5535,6071,6152
5536,8160,2095
5537,2050,1966
5538,4061,6066
5539,9868,9886
554,2061,2061
5540,66344,74300
5542,10055,12116
5543,1978,2054
5546,3985,2003
5548,2014,1952
5549,4043,4103
555,14110,8014
5552,2753,2817
5553,31977,34006
5556,5979,5979
556,0,2038
5560,0,1992
5561,6120,6113
5563,2059,4161
5564,10187,2039
5566,14223,14223
5567,30402,30338
5569,10130,12089
5570,5983,7936
5571,415528,417509
5572,26163,20040
5573,4100,6061
5577,1971,3957
5578,8007,5995
5579,0,2031
5583,3987,5970
5585,4063,6127
5586,4050,4050
5587,4028,6030
5591,15993,16008
5592,7991,6037
5593,16209,16261
5595,0,2050
5597,32292,30349
5598,2009,2013
5599,3916,1972
5601,84081,86140
5602,0,2007
5605,3979,4039
5607,4032,6063
561,0,0
5614,4011,1994
5615,2005,1972
5616,62384,62410
5618,22231,24295
562,3995,2006
5620,7976,9957
5621,5893,3895
5622,3993,3926
5624,0,0
5626,4017,5985
5627,2003,3977
5628,4082,6040
5629,0,0
5630,1957,2040
5631,21961,16079
5634,0,2042
5636,26117,26197
5638,1987,3952
564,3940,3874
5641,34120,38156
5643,16314,18321
5647,4075,2045
5649,106548,96435
565,1973,1927
5650,4096,4096
5651,5901,7909
5654,4116,4070
5659,5957,5957
566,0,1969
5662,8020,6081
5665,8019,1970
567,6029,6070
5670,0,1999
5672,58319,48288
5673,20389,20389
5674,2014,1994
5675,9963,9953
5676,1986,2077
5678,5951,5951
5681,0,7960
5682,14008,16015
5683,4055,6040
5684,8042,7996
5685,14043,14018
5686,0,0
5687,15917,15982
5688,0,0
569,0,2076
5690,0,1932
5692,3992,5976
5693,0,2059
5697,2022,0
5698,3958,3926
5699,20003,19959
57,12032,12076
5700,2022,2002
5701,8038,7993
5702,4055,2076
5703,1963,2066
5704,3978,3978
5705,14088,16120
5706,0,2011
5707,4057,2008
5708,8075,10066
571,19889,21897
5712,1986,1986
5714,28358,36250
5715,4011,2027
5716,0,0
5717,2006,1995
572,0,2013
5720,5867,5824
5722,2090,0
5726,12066,14128
5728,9912,3986
573,2050,4106
5731,9912,9906
5732,6243,6095
5734,8140,6090
5736,0,0
5737,4067,2001
5738,2006,1984
5739,0,0
574,4055,4034
5741,2040,4064
5742,2044,3983
5743,10106,7986
5744,18211,20184
5746,8053,6098
5748,10010,11988
575,5959,7967
5751,0,2003
5752,2039,1996
5757,0,0
5758,2069,4085
5759,0,2035
576,1971,3978
5761,6054,6001
5763,4106,4106
5764,0,2056
5766,2000,0
5767,0,2061
5769,0,2022
577,2003,1976
5771,16240,16254
5773,16096,14041
5774,3988,6016
5775,2031,2031
5777,2033,2024
5778,143200,143200
5779,38386,28112
578,6888,6888
5780,2035,4066
5782,1973,0
5783,3954,1969
5786,24340,26344
5787,5990,7993
5788,3881,5803
5791,12119,2061
5794,6119,6083
5797,4052,6116
5798,6060,4006
5799,0,1933
5802,20090,20141
5805,0,2129
5808,18165,16165
5809,18073,18115
5811,0,1946
5812,6034,4101
5813,1986,2035
5815,5973,3980
5816,27971,29997
5817,2005,4070
5821,4076,6082
5822,3946,3984
5824,8011,8041
5825,2053,4046
5826,3850,1943
5827,30386,28300
583,0,0
5831,11968,13943
5832,11934,1960
5835,36337,34297
5837,8106,10089
5838,4043,6024
5839,18284,18289
5840,0,2008
5841,3959,3978
5843,10155,12174
5844,2009,1988
5846,15860,15865
585,3931,4012
5850,1952,1964
5852,18838,20838
5854,10317,10271
5858,32344,30291
5861,26870,22861
5862,2050,4045
5867,20023,20023
5869,1940,3979
5870,0,2062
5873,42202,44219
5874,2096,0
5878,100741,96717
588,2004,2045
5881,9938,2053
5883,22074,22024
5884,13894,15915
5887,4000,4034
5888,60432,60432
5889,4057,6080
5890,0,1978
5893,0,2041
5897,1995,1952
5898,16171,16151
5899,1965,4005
59,23998,24003
590,0,2020
5900,16345,18338
5901,28288,26267
5902,1918,2052
5903,2018,2018
5904,8072,8070
5905,1999,3950
5906,12051,10031
5908,4012,2017
5910,2088,2011
5911,2060,4136
5912,2052,2840
5913,8049,10050
5914,12105,10049
5915,0,1930
5916,20237,18219
5917,8018,8006
5919,2061,2010
5921,17913,17944
5923,22279,20212
5924,0,1980
5929,1945,3939
593,13982,3934
5930,12216,12221
5931,2042,1890
5932,18127,16117
5934,8148,4093
5936,0,1986
5937,20256,18203
5938,2048,0
594,6145,6241
5943,12155,14222
5944,5988,6746
5945,4070,2017
5946,2069,4114
5948,2053,2053
595,0,1976
5950,0,1967
5951,6120,6001
5953,0,1950
5955,1953,2037
5956,1983,1947
5957,0,8102
5958,2027,4033
596,10106,7980
5960,2066,2066
5961,1940,3904
5963,0,0
5964,6098,6045
5966,275155,273145
5967,98473,94448
5968,0,2042
5972,5896,7885
5973,6025,8109
5974,0,2035
5975,14483,12370
5977,3979,3979
598,30431,32278
5981,4043,4048
5983,10196,12211
5985,20108,20161
5986,2026,0
5989,0,2004
599,0,0
5993,544498,542416
5995,0,2114
5996,8019,7979
5997,3914,2137
5998,2079,0
5999,5937,3974
60,0,1987
6001,124445,124445
6005,8036,8010
6010,22012,21971
6012,0,2069
6013,12178,14182
6018,0,1987
6019,12220,14318
6022,2048,1981
6023,0,0
6025,163134,165155
6026,2024,2102
6029,0,1966
6033,10031,8010
6034,4046,4040
6035,53972,55956
6036,5987,6005
6038,0,1998
604,0,2092
6041,1998,3937
6042,2044,4073
6043,0,8019
6046,3977,0
6047,0,2096
6052,0,2029
6054,10107,12103
6056,1976,3979
6057,1973,0
6058,1924,2044
6059,16089,16053
6060,2027,0
6062,7955,10021
6063,6077,4020
6064,74619,74619
6065,7928,3984
6067,5951,7988
6068,2047,8105
6069,20195,18034
607,1976,2023
6071,3932,3924
6072,1961,2002
6073,38713,38806
6074,4142,4175
6075,3989,2012
6077,1947,1992
6079,6116,0
608,4897,5720
6080,0,1988
6082,0,0
6083,2077,2011
6085,0,1942
6086,0,824
6089,6013,8128
6091,0,1894
6092,1985,2032
6094,10198,12235
6096,4053,2007
6098,10163,8130
6099,18105,20066
610,38593,38561
6100,0,1954
6101,15982,15931
6103,2029,0
6108,8035,4021
6109,0,2001
6112,12206,14272
6113,5938,3898
6116,3955,5947
6118,5975,7957
6119,9991,10016
6120,2016,1882
6121,8027,7945
6123,3968,3968
6127,8115,2116
6129,0,8211
613,14073,11985
6130,12051,4148
6131,4049,4049
6135,9950,9950
6138,0,2057
6139,0,1943
614,0,2018
6140,6027,1977
6141,0,0
6142,34337,28262
6144,6004,8029
6145,1955,3910
6147,1955,1955
6148,16196,14173
6150,12207,12234
6152,30294,30387
6155,12089,10123
6158,14226,16286
6159,14253,14275
6160,216498,216498
6163,4020,4012
6164,3941,1986
617,8038,1908
6170,2121,2092
6173,18283,10074
6176,14185,8030
6179,10042,12088
618,3997,6042
6180,7995,8024
6183,6106,8094
6184,8170,10165
6185,0,2029
6187,1944,3909
6189,0,2076
619,0,2072
6190,10102,12127
6192,0,0
6193,0,1996
6195,5995,8005
6197,4032,6096
6198,24150,26134
6199,4148,2082
6200,11910,13873
6201,0,0
6205,3930,5909
6208,2029,2044
621,1916,1916
6210,0,0
6215,5958,2023
6218,14080,16016
6219,0,8066
6220,2063,1970
6224,0,2070
6227,4055,1986
6228,32270,34246
6229,22233,20191
623,3977,1916
6230,6143,6143
6231,4001,8028
6233,2031,2072
6234,48460,46416
6236,3895,5893
6237,1966,2030
6238,209805,217803
624,2126,4127
6244,3962,5952
6245,13943,15987
6247,25125,25133
625,3912,5901
