nodeID,in,out
6250,9970,10007
6255,4075,4094
6259,7979,5889
6260,12244,8143
6262,13837,15922
6263,6005,7978
6264,0,0
6265,18054,20089
6267,4022,3997
6268,8132,4117
6270,2029,2115
6274,6131,2039
6275,10104,10129
6276,2073,7994
6278,14074,16073
628,7970,1978
6284,2079,4069
6287,26059,21972
6288,3942,4013
6289,2036,0
629,6146,8160
6290,2031,2055
6292,14140,14169
6293,0,2026
6295,1968,4049
6296,10015,10045
6297,2003,2082
63,2094,2080
6300,8115,8037
6301,6073,6057
6303,60950,56966
6305,30388,36398
6306,18326,18476
631,0,822
6311,5892,7882
6312,12190,10136
6313,13993,5958
6314,0,1953
6318,148331,140307
6319,46104,46104
632,0,1960
6321,14949,10045
6323,0,1974
6328,42189,42123
6330,6102,8146
6331,6015,5990
6332,0,0
6333,0,0
6335,108658,110648
6337,16847,18896
6338,0,2084
6339,0,0
6340,30128,34079
6341,3927,3927
6342,29085,25101
6345,6121,8163
6346,6051,0
6347,155924,147956
635,2020,1988
6351,4172,2008
6352,0,2053
6353,1995,4024
6354,2054,4001
6358,3924,3924
636,1996,3988
6361,8031,8047
6362,10169,6034
6363,2034,1971
6364,5957,6059
637,5995,4030
6373,8051,10027
6374,7952,2023
6375,0,1983
6376,0,0
6377,3996,0
6379,2035,4103
638,0,2009
6380,4066,6094
6381,19973,15959
6383,69285,69285
6384,12194,14169
6386,4080,6033
6388,12867,12918
6389,16087,16048
6391,6096,8056
6392,2015,1944
6394,1986,2094
6396,2020,3988
6397,0,2048
6398,3931,4092
6399,2061,0
6406,0,0
6408,0,0
6410,1984,1987
6411,1988,2039
6412,50379,58322
6414,3924,2001
6416,6086,8048
6417,11997,14040
6419,3991,6033
642,0,1941
6420,20234,2003
6422,8114,8114
6423,10016,10014
6427,1995,1941
6430,2041,3953
6431,12141,12168
6432,3961,4077
6434,6010,6010
6435,4087,6171
6436,9974,7947
6437,17866,19872
6438,0,2041
6440,1981,3984
6441,0,2057
6442,1998,2007
6443,1958,3986
6444,10062,9977
6447,6055,6013
6448,4010,6035
6449,1963,2057
6451,0,2006
6453,4013,6022
6454,0,0
6455,19786,21758
6458,6180,6261
6460,11955,7978
6461,1993,2062
6462,4068,4065
6463,0,0
6466,5973,5928
6468,0,2036
6469,2045,2066
6470,763,1977
6472,552424,546365
6474,34073,32080
6478,6106,6037
6479,16324,10177
6484,0,2070
6485,24225,12003
6486,13903,7984
6489,0,2056
649,36178,36110
6490,48293,48293
6492,0,2041
6494,6185,6176
6497,0,1989
65,6108,8080
650,7920,9893
6500,12116,10064
6503,16136,13975
6505,3953,2037
6506,10083,8090
651,0,2002
6510,4162,6117
6512,1973,3944
6514,4094,2022
6516,2002,4076
6517,1940,3934
6519,0,2000
6522,2030,2054
6526,34362,34200
6528,62903,69048
6529,1944,2030
653,0,0
6530,0,1975
6533,2060,4112
6535,0,2014
6536,1973,1931
6538,3966,5944
6540,88491,88491
6541,8939,10946
6543,2054,1969
6545,2001,1999
6546,32035,31996
6547,0,1983
655,8066,16163
6551,1980,3961
6552,5956,2038
6555,2085,1970
6556,8062,10088
6557,12158,4123
6558,0,2065
6559,6031,8049
656,0,2016
6561,22055,22047
6564,8072,7999
6566,0,2060
6567,6111,8045
6568,4823,6859
6570,4091,6036
6573,2049,2049
6575,0,0
6576,4005,1995
6580,0,2038
6581,20084,22058
6582,11944,10002
6583,0,0
6584,16103,16077
659,7923,8005
6591,7925,9925
6593,10114,8036
6595,0,2066
6596,2126,4113
6597,22273,24357
66,2011,4044
660,4022,2044
6600,1991,3987
6601,9910,4047
6602,24263,26342
6604,14119,16196
6605,765,0
6606,8053,7986
6607,8001,9953
6608,22018,14056
6609,0,0
6610,4106,4040
6612,1942,1985
6613,64311,66328
6615,2069,10185
6616,2038,1996
6621,1988,3953
6623,18268,18291
6626,2057,8180
6629,6061,8078
6630,16218,16129
6633,10028,12058
6634,0,0
6637,2054,4032
6638,0,2059
664,28228,22129
6644,14820,14038
6645,4047,6080
6648,0,1989
6650,0,0
6653,2029,4086
6655,2031,1971
6657,74521,67415
6658,6054,4003
666,0,0
6660,28127,26085
6661,68248,70277
6662,0,1992
6664,14115,14191
6665,5824,5920
6666,1927,0
6668,16002,13941
6669,0,2013
667,143974,147757
6671,18034,20110
6673,7997,10015
6674,113250,113214
6675,0,2006
6678,5969,3959
668,0,2056
6681,18082,6022
6682,4103,0
6684,12218,6012
6685,0,0
6689,10025,9928
6690,10041,4094
6691,9948,11970
6692,12110,10134
6693,4093,6148
6694,8039,2035
6695,10089,12053
6696,3962,1961
6697,0,2026
6698,6036,8035
67,5992,5975
6703,12228,12202
6704,0,1988
6706,6080,6013
6707,2035,4076
6709,13780,7893
671,0,0
6713,5993,2021
6716,0,2052
6717,2082,2004
6718,4121,4023
6719,0,0
6720,11983,14020
6722,276612,270550
6724,10184,10134
6725,0,2033
6726,2005,2062
6728,38470,30420
6729,5990,3920
6732,0,2025
6734,0,0
6735,44381,46335
6736,0,2082
6738,4002,4088
6739,0,1999
674,14119,16118
6741,4085,1942
6744,4040,2067
6748,4035,6102
675,16188,18149
6753,8076,10124
6757,5946,2001
6758,7939,3968
6759,9913,5948
6761,4008,1988
6763,2011,4007
6765,4030,4030
6766,0,2034
6767,14319,12333
6768,0,1987
6769,1963,3965
6778,7982,9988
6779,10030,4069
6780,3876,1998
6782,64383,42179
6783,8007,1903
6785,6046,8075
6786,2040,1871
6788,3946,3983
6789,12101,12105
679,6177,8176
6791,0,2020
6793,10024,11994
6795,18234,20248
6798,7986,4000
6799,0,0
68,18060,20068
6800,6169,8199
6801,7989,7997
6803,4159,4056
6806,12157,14063
6807,4091,6042
6808,110500,110500
6810,0,2111
6814,0,2001
6815,32182,34133
6816,1938,2005
6817,3887,5793
6818,0,2024
6819,4052,6084
6820,5899,2021
6821,4027,1983
6822,8120,8198
6823,8006,9968
6825,16103,18105
6826,0,2061
6828,0,1932
6829,0,1993
6831,4045,6042
6833,16099,18143
6834,12061,4126
6835,0,0
6837,4098,2095
6839,10013,9947
684,0,0
6840,46454,52500
6842,1998,1973
6844,22181,20237
6848,2048,2048
6849,0,1979
685,12100,12089
6851,4089,1991
6853,32543,30553
6854,1871,3931
6855,0,1950
6856,4001,2011
6857,8087,8138
6858,18194,20215
6859,2020,0
6860,6015,7974
6865,0,1978
6868,6105,4127
6869,11980,11964
6873,0,2047
6874,6131,8138
6875,9974,12001
6877,0,1970
6879,3967,4155
688,0,2007
6881,5993,8052
6884,6082,6121
689,6173,1968
6890,4089,6125
6892,0,2030
6893,11952,3968
6895,5975,7975
6896,120112,120162
6897,3817,1948
69,6120,8125
6900,8134,8057
6901,35084,35102
6905,6017,8100
6907,14115,16091
691,6054,2004
6911,9947,11963
6913,0,1972
6915,1989,1985
6916,6812,6829
6917,3955,0
692,8116,2010
6922,0,2024
6924,2055,1904
6925,0,2001
6928,5970,3974
6929,6011,6002
6930,9955,8023
6934,21971,21961
6935,1937,1958
6937,4085,5993
6939,0,1905
6940,15831,17859
6941,0,2037
6942,0,1997
6943,54986,55749
6944,0,2000
6945,8056,10012
6946,14140,22202
6947,4078,2030
6948,8049,7993
6956,30201,32211
6957,813,1960
6958,6046,8036
6959,36140,34133
696,1995,0
6960,18430,18276
6961,10003,10001
6963,1985,4002
6964,54454,62574
6965,16130,9910
6967,4011,4008
6969,14026,8004
6970,6105,8062
6971,2013,1995
6973,8016,4051
6974,18476,10243
6975,6038,1956
6977,2059,2059
698,0,2001
6982,20056,22012
6983,4042,2069
6985,757,1941
6988,0,2030
699,1984,3923
6990,16097,16118
6991,5975,8046
6994,4071,6051
6995,6015,7989
6996,112748,106653
6997,4053,6049
6998,2050,4018
7,1972,1946
7000,4021,1950
7001,12054,11955
7002,15772,8080
7003,6049,6049
7004,16073,15974
7005,30247,32296
7007,4156,4109
7008,4024,4078
701,2043,2057
7010,6065,6065
7012,0,1978
7014,4093,2071
7015,0,1983
7016,2093,4049
7018,115176,117228
702,0,0
7021,23876,23896
7023,3961,6025
7025,0,1971
7027,9979,11959
7029,1966,1966
7030,823,2105
7032,1957,2050
7033,2041,2056
7034,10128,12141
7037,1988,3967
704,6007,3994
7040,108592,108635
7041,8188,1953
7042,3977,2012
7044,6007,3962
7047,0,2018
7050,4068,6039
7051,8253,6154
7052,5960,2036
7053,148797,140859
7054,20195,22285
7055,14153,14189
7057,16166,18104
7058,5986,5986
7059,8016,8085
706,0,2111
7060,2051,2056
7063,8062,8059
7065,8027,6039
7067,5953,7900
7068,0,0
7069,0,2054
707,0,0
7070,4057,6080
7072,4062,6016
7073,12218,5899
7076,28201,30126
7078,6091,4065
708,4068,6179
7081,5975,8010
7082,1982,1982
7083,1975,4008
7084,8064,8066
7085,7926,9905
7087,9999,12057
7089,8044,10121
7093,6090,8100
7094,0,0
7095,148349,136190
7096,176732,175560
7099,0,1938
710,12257,10215
7100,14140,16064
7101,4014,6027
7102,0,2024
7106,6087,4049
7107,3930,2053
7108,18105,18103
7111,2087,4051
7112,3982,0
7116,5996,6027
7117,0,7861
7118,4117,6068
7119,5954,6032
712,1962,3973
7120,2008,2026
7121,16158,20317
7122,2073,2037
7123,155887,149814
7125,0,2035
7126,0,0
7127,1950,2053
7128,2037,2048
7129,5959,4073
713,5964,7972
7130,6127,8103
7135,9974,7911
7136,1976,2092
7137,2044,2044
7142,6046,8057
7143,2082,4139
7145,1918,2017
7146,95377,97383
7149,12108,14106
715,10946,8941
7155,20188,22218
7156,2100,2028
7157,4116,1985
7158,4096,4092
716,425619,423562
7164,24059,32131
7165,7880,5883
7166,8055,6108
7168,6025,7951
7169,6049,8104
7171,0,2012
7172,2057,4164
7173,0,2009
7174,12136,14190
7177,6004,4128
7178,1906,1968
718,14188,22361
7180,2005,4081
7181,5958,7970
7186,8209,10247
7189,381872,379767
719,0,1928
7191,17859,15911
7192,5943,7888
7193,6017,8049
7194,1997,4048
7195,7943,10016
7196,36030,36223
7197,10039,8099
7198,8033,8063
7199,6040,6040
72,0,2058
720,40018,47988
7203,20036,25978
7204,12118,8084
7205,16292,16292
7207,11980,11994
7210,38443,46394
7217,166144,162045
7219,0,859
722,8079,5991
7220,2020,4112
7221,2039,4027
7222,1944,1927
7223,7910,9921
7227,13944,8027
7228,0,2004
7229,3991,3973
723,0,2022
7232,14035,12044
7233,1988,2072
7234,2077,3996
7237,0,2029
7238,14040,14091
7239,0,2038
7240,8057,2058
7243,3928,3928
7244,4024,4031
7245,4109,4033
7246,8082,1967
7247,6081,6088
7248,0,2016
7251,0,2004
7254,0,2107
7255,2066,2086
7258,28358,28397
7260,8028,10107
7261,2005,1959
7263,4026,5995
7264,10173,12123
7268,2111,0
7270,4133,6135
7271,4114,6072
7272,1954,1972
7273,4125,2075
7274,5959,4023
7276,0,0
7279,6008,7971
728,2049,2053
7281,0,0
7285,6031,6031
7288,0,1914
7293,18012,26093
7295,1935,1968
7299,6019,8057
730,6021,6088
7302,16099,18024
7309,14045,14168
7310,8111,8198
7312,4039,6072
7315,6002,2060
7319,8108,10014
7320,0,0
7321,0,2027
7326,0,1967
733,445926,442051
7330,4103,2001
7332,7992,2041
7335,10182,12234
7336,2061,1985
7339,1972,2021
734,18097,26110
7341,90411,90366
7342,2065,0
7343,2041,2073
7346,789,1973
7348,807,0
7349,0,1991
735,2054,7988
7350,12062,10069
7351,26248,22138
7354,4097,1975
7356,11952,13837
7358,18234,18224
7359,7995,9959
736,1935,4001
7361,106716,102688
7362,12235,10152
7366,0,2007
7368,2041,2052
7370,6019,4026
7371,0,1958
7374,30339,28258
7375,66310,68305
7376,8151,10155
7378,4011,4062
7379,0,2002
738,20119,20056
739,0,2032
7390,9864,9900
7391,0,1999
7392,0,0
7393,32241,30238
7394,1942,1981
7396,0,0
7402,0,1950
7404,2112,2062
7405,5898,5947
7406,2014,2035
741,0,2046
7411,0,2034
7414,0,2057
7415,6036,2045
7417,27060,25132
7418,4037,4034
7419,12125,12171
7420,0,2003
7421,4136,4096
7422,2028,2026
7429,30329,32291
743,0,1993
7432,4679,4820
7433,1982,1954
7436,15894,15910
7437,10060,7936
7438,16122,18177
7439,5956,7967
744,157265,137121
7440,10901,10221
7441,14238,12160
7442,0,1928
7443,0,2076
7445,8111,8028
7447,0,1969
7448,3964,1996
7449,0,2003
7450,12169,14185
7453,4023,5993
7459,7905,7873
7461,0,2046
7462,8005,5919
7463,17981,17985
7464,16125,14022
7466,12116,12111
7467,2005,1992
747,0,1922
7471,4062,6118
7472,2044,2000
7478,9994,9939
7479,18121,18248
748,8091,6101
7481,6257,8259
7482,2007,4015
7483,13958,13897
7484,108521,110500
7487,8073,5975
7488,2085,4105
7489,12089,14166
749,24053,26069
7490,6005,8010
7491,5883,5883
7494,6086,3986
7495,12197,10122
7496,8048,7977
7497,1974,4015
7498,0,0
750,8062,0
7502,34133,34133
7504,8022,2025
7506,0,0
7509,7929,9930
751,2085,10245
7510,1962,2032
7516,2001,0
7518,20434,21233
752,8004,4075
7520,0,0
7521,108635,110648
7522,2030,2020
7526,0,2020
7527,2086,2066
7528,1994,4008
7529,0,807
7532,2022,3998
7535,6104,8177
7536,5971,3964
7540,14005,14100
7542,8085,16303
7543,6040,8112
7544,12047,4085
7545,8036,7911
7547,14008,15973
7548,6039,4022
755,0,2033
7551,8062,10114
7553,2004,2019
7554,5953,5953
7555,4055,6037
756,12155,2020
7561,4015,1996
7562,2029,2029
7563,0,2009
7564,11974,5896
7565,6018,6054
7566,2052,4093
7568,3995,6077
7569,5883,7880
7570,12029,12024
7574,1961,2037
7575,10051,4034
7579,3984,3984
758,6127,8210
7582,4068,6073
7584,9918,7876
7586,0,8006
7589,6061,3947
7591,12123,10225
7592,0,2020
7593,22143,22092
7599,28167,28167
7600,10028,6047
7603,1907,2112
7604,4019,2042
7605,11992,12081
7607,4005,6020
7608,4055,6002
7609,0,2026
761,4016,6049
7612,16114,18142
7613,3993,6036
7614,8153,6112
7615,1930,3892
7616,2072,4066
7617,8133,8122
7619,7922,9911
762,18105,26108
7623,2044,2055
7626,96514,86449
7630,6196,6076
7631,9864,11911
7632,6853,6027
7633,0,2067
7634,3980,1962
7635,32153,32067
7638,20007,22076
764,3999,2047
7640,2008,0
7641,28329,28288
7642,4174,6227
7643,4017,2140
7644,15904,15994
7645,2000,0
7647,1990,1946
7648,0,0
765,4085,6073
7651,4127,6109
7652,3974,3866
7653,0,2004
7654,80553,56288
7655,158917,22023
7658,2035,2030
7659,2061,2026
766,2026,2084
7661,96609,98678
7664,7867,5967
7669,8091,10185
767,3924,5888
7670,3985,6076
7671,3988,4003
7676,10109,10167
7677,56211,56211
7678,7941,9950
7680,363564,355444
7681,16248,12202
7682,1995,0
7685,8024,8066
7687,23249,25299
7689,3984,1999
769,4148,2019
7694,36208,36178
7695,11884,9981
7696,0,2048
7699,0,2077
770,0,2017
7700,9911,17915
7704,829747,831796
7705,0,2005
7707,84947,20348
7708,6069,6067
771,0,1994
7710,2005,0
7711,0,8116
7712,16254,0
7713,13884,15894
7714,6082,8064
7715,0,0
7716,8075,10109
7717,5977,6035
7719,6022,8007
7720,4067,6037
7724,2103,2064
7725,2041,4129
7726,20035,22025
7727,3960,3912
7730,5964,1983
7732,1986,3994
7733,4034,6060
7735,10101,10175
7736,18161,18215
7740,3959,0
7741,0,1934
7743,13980,13982
7744,6040,3945
7746,0,2043
7748,38993,10767
7749,2096,0
775,2033,4025
7750,0,0
7753,4095,2031
7755,6053,4169
7756,1985,4067
7759,3976,2038
7760,9917,9924
7762,28099,26104
7764,1987,1981
7765,20105,18171
7766,1992,3956
7767,21067,16892
7768,8109,10144
7771,2013,2011
7773,18291,20282
7774,18061,18061
7776,1959,2004
7777,8055,7960
7778,4014,1918
7779,1978,1978
778,12152,12165
7780,0,2081
7784,4050,1987
7788,13995,9841
779,21924,19950
7792,2036,0
7793,6027,4048
7794,14154,6019
7795,12181,12068
7796,5979,6052
7799,4056,4116
780,20120,22099
7800,15873,9840
7802,2031,3985
7804,3984,3984
7806,5937,7887
7807,14198,20294
7808,0,0
7809,3974,5925
781,18177,16186
7811,1994,4052
7812,4023,4071
7813,0,0
7814,2030,4068
7815,13838,15793
7816,28357,26344
7817,10162,8122
7819,138429,138474
7820,0,2120
7822,8077,10217
7823,0,2058
7824,29919,31919
7825,4034,6072
7828,0,2073
7830,0,2044
7831,7993,10036
7832,1998,4002
7833,16254,18303
7834,36171,30297
7835,4014,2020
7838,8033,6071
7841,0,0
7842,0,1982
7843,171121,167129
7844,10102,16199
7845,1986,2046
7847,8149,6072
7848,7974,9916
7849,4010,5979
785,1954,2040
7850,8012,7974
7851,2043,2052
7853,17933,17982
7854,2021,2127
7855,2037,4056
7856,6045,8057
7857,14209,8053
7858,2092,2009
7859,0,1960
7864,1994,1987
7865,2026,2026
7867,15910,7993
7868,11987,12043
7869,3964,3987
7870,76638,76610
7871,0,1973
7873,2009,2035
7874,0,6015
7876,0,2053
7877,0,82
7878,1949,2033
7879,2111,0
7881,85504,85504
7882,12037,10079
7884,4005,3925
7887,62282,68299
7889,14332,16331
7890,11971,13945
7893,10150,8090
7894,7967,9968
7895,4034,6125
7896,10133,10235
7897,16202,18168
7898,10189,10189
7899,14029,12011
7900,1585,0
7902,0,2018
7905,5991,5977
7909,162348,166332
7915,4136,4059
7916,0,2039
7917,5956,8028
7918,20084,22012
792,7813,7998
7921,3881,3881
7922,0,2021
7923,8192,6094
7925,12058,7963
7927,4059,1978
7928,2001,2031
7929,71200,48252
793,68275,70360
7930,1995,1927
7931,3996,8007
7932,3983,5998
7933,8111,10177
7935,39212,39148
7936,0,1970
7937,10016,12000
7938,12208,3942
7939,10061,10021
794,4110,4122
7941,4027,3980
7942,0,1982
7943,36632,38557
7944,4150,4168
7946,0,2028
7947,24308,24345
7949,4089,4085
795,0,2050
7950,13856,13757
7951,16160,16184
7952,1999,4025
7953,44183,46195
7955,6129,6115
7956,60076,54065
7957,0,2013
7958,1996,0
796,3983,11980
7961,2056,4097
7963,8166,8038
7964,0,2046
7966,2048,4059
7968,33948,32080
7971,4071,0
7972,14359,10134
7976,82640,84648
7977,5994,4032
7979,8057,2054
798,8171,10184
7980,14283,14283
7981,5920,3993
7982,4088,4088
7989,4175,6217
7992,1988,2117
7993,32114,32114
7996,9910,11858
7999,1953,2047
8,1999,4037
80,5953,3963
800,1997,2047
8002,8103,2078
8004,12192,12126
8005,30229,30229
8007,2018,4024
801,11983,13906
8011,44166,34161
8015,62191,64181
8016,219338,225530
8018,1981,0
8019,5891,5880
802,8136,10162
8020,104701,104645
8025,1970,3997
8026,8059,3982
8027,15894,23998
8028,20355,22317
803,0,2085
8031,16309,16313
8032,12206,12165
8034,7972,5983
8035,6072,5999
8037,8151,10194
804,8087,1976
8040,3989,4010
8041,1998,2018
8044,0,0
8045,4010,2053
8047,14078,12125
8048,2074,0
8049,42101,38111
805,2002,3957
8052,9967,11917
8053,1973,2017
8054,14033,8043
8056,2032,2016
8058,7994,1928
806,14114,14160
8060,1997,4025
8061,282451,280414
8062,5929,3934
8063,3952,2044
8064,177219,169106
8065,14356,14262
8066,10087,12085
8067,0,2033
8068,0,0
8070,4038,2077
8071,5973,4057
8072,4083,2038
8073,11957,20114
8079,36435,36488
808,1978,7989
8080,2031,0
8083,1903,2017
8084,16200,16188
8086,0,2069
8088,4008,3989
8089,1971,4027
8091,2053,1991
8092,30349,28357
8096,10090,10074
8097,2054,2009
8098,5957,3936
8099,109258,107235
81,47699,45748
810,0,1976
8100,1933,3927
8103,6062,6000
8109,2031,1966
811,32914,32974
8112,6071,4051
8113,9953,12054
8114,11968,6010
8116,16103,18141
8118,1973,0
8119,10046,12022
812,0,1998
8123,0,2031
8126,71127,56920
8127,4001,6013
8130,8007,8032
8131,20222,22208
8134,3907,0
8136,5986,8004
8137,8106,10095
8139,10038,7988
814,2009,4023
8140,0,2029
8144,5909,2020
8145,2018,2781
8146,3940,5954
8147,3957,5949
8148,2080,4111
8151,1998,2036
8153,0,2026
8155,9902,9943
8157,9978,12044
8158,18956,20133
816,10014,9948
8160,13820,15856
8162,10087,10033
8166,25911,21985
8167,16163,18182
8168,2019,4031
817,0,2081
8171,6115,6115
8172,215483,215512
8173,2049,2061
8174,9953,5925
8175,4035,4048
8176,0,1988
8177,5977,5955
818,0,1990
8180,8108,10124
8181,10079,8127
8183,0,2060
8188,5898,7952
8190,18092,18116
8192,101322,102546
8193,4012,4001
8194,0,2032
8195,5977,3980
8196,0,2012
8197,3982,3995
8198,6062,6026
820,6077,8142
8201,4069,4095
8202,21082,21092
8206,6076,6042
8209,12185,12233
821,76675,76675
8213,0,2034
8214,6097,5990
8216,1974,1986
8217,2058,1999
8219,2026,3968
8221,9925,10033
8223,2023,2085
8236,7976,7928
8238,2039,3990
824,12096,14143
8240,0,2036
8241,249782,243046
8242,7992,4054
8243,20207,22198
8249,6088,6085
825,6078,8131
8250,9945,9906
8252,12083,10077
8253,4781,6713
8255,0,2018
8257,0,2059
8258,6063,8071
8259,1996,4088
826,2004,4002
8261,4023,5995
8262,10000,12003
8265,26282,28356
8268,48635,50763
8269,0,1973
8271,0,0
8272,3975,1997
8274,0,1916
8276,4003,5998
8278,10110,10128
8279,8039,0
828,147694,142445
8281,4060,3980
8282,5994,4095
8283,0,2029
8286,12148,12105
829,70453,60481
8293,22291,24295
8296,8049,10077
8297,3994,0
83,92245,88197
8301,4085,6018
8302,0,1585
8303,2042,2046
8304,20281,26478
8307,0,8062
8309,17756,17786
8310,18071,26046
8311,3964,1920
8312,5883,5950
8313,14218,14222
8315,8035,8035
8316,10030,12125
8318,0,1970
8320,16033,16016
8321,0,1997
8322,48266,50267
8323,24010,22047
8325,3992,3984
8326,10177,12248
8327,8124,1950
8329,9983,7924
833,2037,4118
8331,0,0
8334,8086,10133
8335,0,2049
8337,6036,8043
834,0,1986
8341,0,1998
8343,2013,4018
8344,6058,2065
8346,2017,2084
8349,6031,6077
8350,3957,4052
8351,2067,2067
8355,6015,6015
8357,14181,14226
8358,1987,0
8359,10087,12039
836,2063,2006
8361,2070,4049
8362,12142,12065
8367,3981,5991
8368,2033,1949
837,6079,8130
8371,0,2039
8372,2009,1951
8373,10182,18248
8376,2005,1933
8377,12117,14078
8378,3980,5958
838,18044,20040
8380,1997,2023
8382,4228,2176
8385,10235,10290
8387,2042,4084
8389,3957,2029
8392,4005,2037
8393,7932,7945
8395,0,2007
8396,7974,9991
8397,7986,5986
8398,2789,4055
84,51042,18989
8400,8199,6027
8402,0,0
8403,2023,2020
8404,4127,0
8405,17958,11935
8407,0,0
8409,60415,1942
841,0,8130
8410,0,1966
8413,12239,14265
8416,8045,10083
8417,36252,32123
8418,1926,0
842,8001,10001
8420,8116,0
8424,0,2019
8426,4004,4023
8427,4076,6026
8428,4009,6003
8429,4109,4098
8433,169586,159420
8434,68275,70280
844,9985,2064
8440,10094,8001
8443,2069,0
8447,26156,20131
8448,8026,8026
8449,2039,2014
845,3950,1992
8451,2052,4029
8452,60098,42055
8453,0,2039
8454,1912,3871
8455,14141,14179
8456,12183,14153
8457,44191,40035
8458,5937,5839
8463,2011,2018
8464,0,1977
8465,6857,6857
847,1992,2056
8470,6147,6101
8471,5915,5950
8473,20199,22218
8475,76228,74176
8477,0,2015
8478,16093,24251
8479,19820,21891
848,6004,2009
8480,0,8035
8481,15036,23068
8483,14121,16200
8484,6073,8124
8485,6049,6084
8486,0,1958
8487,14061,14086
8488,18341,18213
8489,5987,2026
849,6040,8078
8490,0,2060
8491,16195,14105
8493,14187,16184
8494,5824,5824
8495,2018,3950
8496,7970,9937
8497,3926,3841
8499,16139,18114
85,0,1942
8500,3962,3989
8501,17889,18011
8502,12078,14107
8503,0,2106
8506,454719,448644
8509,0,2030
8510,0,0
8511,0,0
8512,16274,14213
8513,6100,4032
8514,6005,5943
8515,4084,6084
8516,5894,7813
8517,32292,34287
8518,7885,9913
8527,12059,4088
8529,3991,1958
853,5975,6005
8531,2015,2063
8532,2079,3967
8533,14016,7931
8534,2033,4053
8538,0,2176
854,1962,1930
8540,2021,4051
8541,2003,2049
8542,2017,3994
8543,4035,4011
8546,281481,279456
8547,2044,4157
8548,4056,1945
8549,19872,21924
8551,14056,14056
8552,3986,6026
8553,0,0
8557,5979,5979
8558,17978,16025
8559,3988,1996
856,5972,7923
8564,10264,12239
8569,2056,4107
8570,4118,2079
8571,5976,8044
8573,10093,12097
8576,0,2000
8579,98534,98582
858,0,0
8580,12174,14258
8581,4081,6146
8582,4057,4057
8583,2015,1995
8587,6071,1994
8588,0,2013
8589,2041,2035
8590,8102,10082
8592,0,1954
8593,101387,95345
8595,12171,12098
8599,3886,2023
860,32282,32115
8600,0,2009
8601,10141,8151
8602,0,2015
8604,2047,2021
8605,2061,2046
8608,4056,1992
8609,1972,0
8610,1940,2079
8611,8044,4074
8612,16032,18059
8614,6135,4012
8615,2013,4048
8617,20028,21974
8618,10164,10148
862,0,2047
8621,2069,1988
8623,15981,18059
8624,4035,12182
8626,1931,3972
8627,0,1931
8628,6138,8139
8629,6097,6092
8631,98678,100746
8635,4002,5999
8636,0,1943
8638,0,1999
8639,1975,2001
8640,2056,3898
8641,4033,2035
8647,4042,2070
8649,4002,1977
8651,10010,9929
8654,3960,6003
8655,4937,4948
8658,8179,8100
8659,2033,4094
866,2038,4080
8660,22147,20070
8661,14352,16359
8662,8164,10167
8663,9922,6022
8665,6050,2078
8666,4022,6047
8668,2020,4053
867,2043,1991
8671,2005,4030
8672,11945,14010
8675,14023,799
8676,0,2030
8677,4077,2038
8678,3926,5901
8679,212703,200714
8680,20090,22085
8682,10163,10059
8684,38305,46348
8686,0,1991
8688,8007,8086
8689,4000,6051
869,585759,583838
8693,0,1988
8696,0,2030
8697,2013,1988
8698,3946,3976
87,2060,0
8700,1956,2004
8701,108562,104599
8703,0,1924
8709,4016,6007
8711,14115,14035
8712,12175,12171
8713,3993,3969
8715,6090,4022
8716,8108,8104
872,472241,460798
8721,20100,18060
8723,1942,2063
8726,35279,31215
8728,75365,73355
873,12234,12289
8730,237864,229636
8731,18143,10257
8733,1998,1992
8736,6713,5964
8738,4075,2012
8740,0,1967
8742,4022,6090
8743,5956,5956
8747,1954,2030
8749,3960,6043
8752,0,765
8753,0,1937
8754,6115,6115
8756,4076,6120
8757,2021,4068
876,2090,1983
8763,10149,12165
8765,16494,16468
8766,4010,6034
8767,16108,10179
8768,9987,2072
877,16348,6031
8770,10142,12257
8771,0,2027
8772,2031,1983
8773,0,2020
8774,2051,2021
8775,8079,2002
8778,4127,4127
8779,70944,72925
8783,118524,126656
8784,30307,26204
8786,0,0
8787,4034,6071
8788,10084,2041
879,8013,2028
8794,30284,28269
8795,48354,48354
8798,76529,78469
88,68287,70277
880,18107,20089
8800,13967,15907
8801,4098,6153
8804,6021,8049
8806,14140,8054
8808,4028,2043
8809,12119,4014
881,3982,2054
8810,10085,5990
8811,4064,6078
8813,4026,2057
8814,126458,126911
8819,1895,3941
8822,12095,11965
8823,0,2022
8824,7901,2020
8825,10180,10194
8828,4093,6167
8829,12086,14065
883,10170,12236
8831,2085,4083
8833,0,2150
8834,2026,1999
8835,4017,6110
8836,7998,10048
8838,3932,5938
884,0,1972
8840,102667,104645
8842,2059,4052
8843,70259,64289
885,2018,4029
8852,18114,16009
8855,40189,38353
8856,1987,3981
8859,4025,6027
8861,6005,4054
8863,4011,6043
8866,10060,12004
8867,0,2054
887,4068,1987
8870,4044,4102
8871,161329,157223
8877,8106,6150
8878,4001,0
8879,2840,3970
888,21918,29940
8880,12001,12064
8881,9961,10001
8882,4039,4068
8884,1969,3987
8889,12190,14220
889,7995,6023
8891,0,1995
8892,0,0
8893,2002,4024
8894,4020,2000
8896,0,1993
8897,4003,6045
8898,1958,1976
8899,0,2029
89,2003,2032
