nodeID1,nodeID2,utilisation
4311,8146,7915
4311,4311,0
1188,4923,4098
1188,1188,0
1188,902,4015
4923,4923,0
4923,4287,10016
902,8736,7913
902,902,0
1190,3931,0
1190,6595,2066
1190,1190,0
1190,1223,8206
6595,3931,0
6595,6595,0
1223,3931,0
1223,3045,12242
1223,1223,0
1194,6296,12110
1194,1194,0
1194,5743,20258
6296,6296,0
6296,9100,12080
5743,1209,9823
5743,5743,0
1195,4643,0
1195,1195,0
1195,8559,3992
8559,4643,0
8559,636,5984
8559,8559,0
1197,1197,0
1197,4151,6035
4151,6442,3996
4151,4151,0
1199,2217,7898
1199,1199,0
2217,2217,0
12,8064,10175
12,12,0
8064,8064,0
8064,8032,18284
8064,6818,2024
8064,6245,25972
8064,5751,2003
8064,3827,185300
8064,2678,261835
8064,2391,1985
8064,8153,2026
8064,6333,0
8064,3231,7973
120,208,8228
120,120,0
208,208,0
208,8731,14328
1201,1201,0
1201,4518,6023
4518,5247,64324
4518,5698,7934
4518,4518,0
4518,7450,20281
4518,364,37673
4518,1484,6162
4518,6543,6077
4518,399,1991
4518,4111,7925
4518,2933,162186
4518,1343,793
1203,9219,15967
1203,1203,0
9219,6720,13930
9219,9219,0
1205,8449,6092
1205,1205,0
8449,8449,0
1206,5650,6156
1206,4643,0
1206,1206,0
5650,5650,0
5650,4643,0
5650,7421,6156
1207,2401,26144
1207,4750,8135
1207,1207,0
2401,2401,0
2401,133,20000
4750,5732,12437
4750,4750,0
1208,1208,0
1208,7740,0
7740,1408,0
7740,7740,0
7740,5405,3959
1209,8424,2019
1209,1209,0
8424,8424,0
8424,23,0
121,121,0
121,4084,14267
121,228,8010
4084,5514,3948
4084,4084,0
228,3778,2030
228,228,0
1213,193,6184
1213,1213,0
1213,3166,10017
193,193,0
193,4876,6175
3166,3166,0
1215,2203,9974
1215,4397,15862
1215,1215,0
2203,2443,7997
2203,2203,0
4397,4397,0
4397,3870,13852
1216,1216,0
1216,3386,4006
3386,3386,0
3386,6917,7910
1217,1217,0
1217,3931,0
1217,5323,22122
1217,3829,10144
5323,3931,0
5323,5323,0
5323,780,28147
3829,8666,8080
3829,3931,0
3829,3829,0
1218,7848,10025
1218,1218,0
1218,1557,7950
7848,7848,0
7848,8166,13909
1557,4611,7854
1557,1557,0
1219,1219,0
1219,3870,3970
3870,1698,129146
3870,1315,2007
3870,4421,18006
3870,4905,114567
3870,5930,16132
3870,2705,168078
3870,2770,226686
3870,6681,32144
3870,8828,4093
3870,8701,123703
3870,3870,0
4634,4643,0
4634,4634,0
4634,7565,10016
5672,9189,22174
5672,3003,0
5672,5672,0
5672,5329,12298
5672,2230,16276
5672,4598,11910
5672,2682,7918
5672,5374,36048
3045,3931,0
3045,59,24231
3045,3045,0
1226,1226,0
1226,8387,4084
8387,8515,8168
8387,8387,0
1227,5761,8004
1227,5546,5967
1227,1227,0
5761,5761,0
5761,733,8057
5546,5546,0
5546,3994,2003
1228,7128,6122
1228,1228,0
7128,7128,0
1229,3003,0
1229,3012,11836
1229,1229,0
1229,6430,3953
3012,9146,4067
3012,3012,0
3012,6823,8006
3012,3848,2092
3012,6535,2014
3012,2666,0
3012,585,5883
3012,4559,1987
3012,6865,1978
3012,5523,7925
3012,6293,2026
3012,5173,0
3012,6681,0
3012,6490,76150
3012,3003,0
3012,2877,2035
6430,6438,2041
6430,3003,0
6430,6430,0
1231,6490,4170
1231,3003,0
1231,1231,0
6490,2372,8133
6490,4522,96586
6490,6490,0
6490,3003,0
1232,1232,0
1232,2089,14268
1232,8004,14202
2089,2089,0
2089,1483,18216
8004,8456,20151
8004,8004,0
1233,1233,0
1233,3003,0
1233,4971,26069
1233,5439,16030
4971,3003,0
4971,4971,0
4971,8054,26069
5439,9144,22072
5439,3003,0
5439,5439,0
1234,1234,0
1234,5269,5939
5269,5269,0
5269,4423,3892
1237,3729,22312
1237,4643,0
1237,7980,24457
1237,1237,0
3729,3729,0
3729,3026,28235
3729,4643,0
7980,4643,0
7980,7980,0
7980,4388,18454
1241,8258,12093
1241,7106,10129
1241,9028,44101
1241,8518,11872
1241,5191,5991
1241,4106,20268
1241,2890,8250
1241,6319,49980
1241,5013,2095
1241,1241,0
1241,8506,346749
8258,8258,0
8258,8611,10085
7106,7106,0
7106,6131,6053
9028,6443,3986
9028,9028,0
9028,8325,5981
8518,5972,9844
8518,8518,0
5191,410,10023
5191,5191,0
4106,4106,0
4106,1406,36590
2890,2890,0
2890,9109,2028
6319,6319,0
6319,1695,13724
5013,5013,0
8506,6722,105499
8506,5861,47827
8506,133,120391
8506,5417,8256
8506,2507,361644
8506,2064,0
8506,4049,8008
8506,8465,9645
8506,7865,2026
8506,2195,0
8506,7189,476086
8506,1207,0
8506,8506,0
2341,2341,0
2341,4111,11878
1243,7032,5964
1243,1243,0
1243,1923,6068
7032,7032,0
1923,6961,12125
1923,1923,0
1244,4567,50143
1244,1244,0
4567,3937,6065
4567,4567,0
1245,1245,0
1245,9004,10011
1245,8109,6028
9004,1844,10127
9004,9004,0
8109,541,0
8109,8109,0
1246,2985,2037
1246,1246,0
1246,2750,8064
2985,8928,6025
2985,2985,0
2750,4328,22385
2750,1262,2010
2750,4531,36206
2750,4283,22476
2750,60,1987
2750,2750,0
2750,9055,18041
1247,1560,10092
1247,3609,6060
1247,1247,0
1560,1560,0
1560,5824,14064
3609,3609,0
1248,1248,0
1248,3995,19918
1248,6381,13960
3995,3995,0
3995,2462,17952
6381,867,1991
6381,7467,4010
6381,6381,0
6381,3415,1987
6381,3517,0
1249,1249,0
1249,3739,31777
1249,3543,19908
3739,2378,22010
3739,3739,0
3543,1318,18062
3543,8998,73160
3543,821,78861
3543,3543,0
3543,4569,6097
125,8700,2004
125,125,0
125,4727,10033
8700,2331,1956
8700,8700,0
4727,6930,9925
4727,4727,0
1250,2649,19912
1250,1641,25949
1250,1250,0
2649,2649,0
2649,7526,2020
1641,1641,0
1641,4746,30117
1251,4643,0
1251,1586,8168
1251,1251,0
1251,5564,6099
1586,4643,0
1586,2466,10131
1586,1586,0
5564,4643,0
5564,5564,0
5564,2399,8157
1252,6300,14221
1252,1252,0
1252,3031,4045
6300,2113,14065
6300,6300,0
3031,7756,1985
3031,3031,0
1253,305,10156
1253,1253,0
1253,7406,2035
305,5571,489515
305,2405,670814
305,2310,2038
305,7753,10221
305,7082,1982
305,7819,166676
305,305,0
305,4730,8063
305,378,7826
305,3455,2024
7406,282,2014
7406,7406,0
1255,1255,0
1255,1652,38445
1255,3003,0
1255,535,26327
1652,1652,0
1652,3003,0
1652,6844,38273
535,2474,112305
535,4907,2027
535,244,160807
535,6199,6214
535,535,0
535,5688,0
535,3003,0
535,3422,5952
126,13,1989
126,3534,284236
126,6573,2049
126,793,108304
126,126,0
13,13,0
3534,8172,284268
3534,3534,0
3534,8464,1977
3534,8983,58663
3534,8506,0
6573,6573,0
6573,3919,2049
793,793,0
793,8434,106219
1260,5498,8192
1260,1260,0
1260,562,2006
5498,5498,0
5498,9158,10176
562,562,0
562,3029,3995
1262,1262,0
1266,1266,0
1266,3003,0
1266,6116,5984
1266,3406,0
6116,3003,0
6116,6116,0
6116,3118,9968
3406,7051,6259
3406,3003,0
3406,3406,0
1269,6384,16197
1269,2620,14413
1269,1269,0
6384,6384,0
6384,6292,20147
2620,8380,6017
2620,2620,0
449,449,0
449,6236,5864
7012,7012,0
421,8080,4062
421,421,0
6118,6118,0
6118,5062,7987
8615,8615,0
8615,3268,6083
4425,2885,0
4425,8346,6118
4425,4425,0
4425,5360,0
4425,6386,0
4425,4050,0
4425,7002,27794
1449,1449,0
3502,1348,6031
3502,3502,0
1744,1744,0
1744,3186,17835
432,432,0
432,8892,0
7795,7795,0
7795,7893,16245
6675,6675,0
6675,4476,0
6580,6580,0
8798,8261,5995
8798,6058,5892
8798,4779,14040
8798,7243,5868
8798,8304,26478
8798,1886,1924
8798,2864,8001
8798,8147,3957
8798,5841,9925
8798,243,6074
8798,7830,2044
8798,2909,2026
8798,8798,0
1271,6185,2029
1271,765,8170
1271,1271,0
6185,6185,0
765,504,12146
765,765,0
1274,7464,6057
1274,1761,2024
1274,1274,0
7464,7464,0
7464,5354,8105
7464,8236,15952
7464,3515,14070
1761,4976,0
1761,1761,0
1275,1337,22184
1275,1275,0
1275,2702,28223
1337,1337,0
1337,8843,20205
2702,8822,22180
2702,2702,0
1276,4643,0
1276,3867,2004
1276,1276,0
1276,5901,8010
3867,4643,0
3867,3867,0
3867,6717,6168
5901,1793,10164
5901,5827,38447
5901,4643,0
5901,5901,0
5901,5073,2028
5901,6834,20122
5901,1659,6056
5901,1982,0
1278,1278,0
1281,2433,14098
1281,3306,18142
1281,5211,0
1281,1281,0
2433,2433,0
2433,5211,4102
2433,5374,24085
3306,3306,0
3306,5211,0
3306,4182,16312
1282,3738,3926
1282,1282,0
3738,8166,5956
3738,3738,0
1285,4193,4042
1285,1285,0
4193,4193,0
4193,8315,10083
1287,2290,22343
1287,4100,18328
1287,1287,0
2290,2290,0
2290,374,16178
4100,4100,0
4100,1798,126103
4100,4242,165598
4100,6099,32107
4100,8372,5969
1288,1288,0
1288,1714,10061
1288,3390,12271
1714,7429,44377
1714,9227,82748
1714,8721,28153
1714,1714,0
3390,1850,6158
3390,3390,0
1289,1289,0
1289,5850,5868
5850,5201,0
5850,5850,0
129,129,0
129,4091,6264
4091,4091,0
1290,1290,0
1290,2012,5819
1290,4214,9896
2012,2012,0
2012,5405,3812
4214,4214,0
1291,1291,0
1291,6406,0
6406,6406,0
1292,2619,4036
1292,1292,0
1292,207,0
2619,2619,0
2619,4926,8042
2619,207,0
1293,1293,0
1293,4110,14126
1293,685,22206
4110,8880,14058
4110,4110,0
685,6155,22184
685,685,0
1295,6704,1988
1295,1295,0
1295,7095,7970
6704,6704,0
6704,3329,0
7095,7680,212345
7095,4804,7961
7095,3882,6151
7095,2571,122217
7095,6929,5988
7095,5011,43971
7095,2389,10071
7095,7095,0
7095,6492,2041
7095,4702,1998
1298,67,11984
1298,1298,0
1298,5211,4076
1298,7925,5992
67,67,0
67,6696,7924
67,5211,4026
7925,6633,12058
7925,5211,3942
7925,7925,0
130,8666,6011
130,3931,0
130,2255,10141
130,130,0
8666,8666,0
8666,3931,0
2255,3931,0
2255,2255,0
1302,8986,6180
1302,4476,10179
1302,1302,0
8986,8986,0
4476,4476,0
1304,1304,0
1304,2403,4045
1304,236,8298
2403,2403,0
2403,1755,1978
236,236,0
236,758,12254
1308,3624,4102
1308,1308,0
1308,207,0
3624,3624,0
