src,dest,send_count,send_count2,total
962,4697,0.0,908.0,908
963,1731,0.0,2715.0,2715
963,2001,3622.0,0.0,3622
964,3486,0.0,1767.0,1767
964,3538,2649.0,0.0,2649
965,1228,1788.0,0.0,1788
965,4972,0.0,877.0,877
966,4591,4500.0,0.0,4500
966,4799,0.0,3586.0,3586
967,1125,0.0,1817.0,1817
967,3032,2703.0,0.0,2703
968,1514,0.0,1774.0,1774
968,3665,2668.0,0.0,2668
969,3732,865.0,0.0,865
970,1579,0.0,1763.0,1763
970,5127,2670.0,0.0,2670
971,2402,1768.0,0.0,1768
971,4905,0.0,893.0,893
972,2717,0.0,3599.0,3599
972,4032,4510.0,0.0,4510
973,2506,890.0,0.0,890
974,1054,2633.0,0.0,2633
974,2668,0.0,1772.0,1772
975,1665,0.0,916.0,916
975,2889,1777.0,0.0,1777
976,679,1806.0,0.0,1806
976,1639,0.0,909.0,909
977,1112,897.0,0.0,897
978,138,1775.0,0.0,1775
978,1230,0.0,900.0,900
979,138,51113.0,24265.0,75378
979,2067,24254.0,50191.0,74445
980,1849,861.0,0.0,861
981,4512,3562.0,0.0,3562
981,4835,0.0,2678.0,2678
982,1668,0.0,2723.0,2723
982,2399,0.0,1745.0,1745
982,3265,20524.0,0.0,20524
982,4485,0.0,15166.0,15166
983,4620,876.0,0.0,876
984,403,0.0,4490.0,4490
984,3820,5370.0,0.0,5370
985,91,3579.0,0.0,3579
985,1523,0.0,2668.0,2668
986,2940,938.0,0.0,938
987,1137,0.0,3611.0,3611
987,1270,0.0,2710.0,2710
987,1312,0.0,2579.0,2579
987,2855,0.0,6327.0,6327
987,2958,0.0,1793.0,1793
987,3330,0.0,2639.0,2639
987,3469,20549.0,0.0,20549
988,1117,0.0,892.0,892
988,4791,1772.0,0.0,1772
989,3140,1800.0,0.0,1800
989,5181,0.0,900.0,900
990,2586,907.0,0.0,907
991,842,1786.0,0.0,1786
991,1483,0.0,895.0,895
992,1443,0.0,5329.0,5329
992,2784,6203.0,0.0,6203
993,709,0.0,2658.0,2658
993,1659,3528.0,0.0,3528
994,2952,0.0,2726.0,2726
994,3435,3632.0,0.0,3632
995,1351,2718.0,0.0,2718
995,1573,0.0,1803.0,1803
996,762,0.0,1817.0,1817
996,2751,2726.0,0.0,2726
997,1445,2718.0,0.0,2718
997,2616,0.0,1828.0,1828
998,2052,0.0,3556.0,3556
998,4730,4471.0,0.0,4471
999,1267,0.0,1795.0,1795
999,1713,3603.0,0.0,3603
999,2880,0.0,901.0,901
1000,1787,1802.0,0.0,1802
1000,5063,0.0,912.0,912
1001,834,0.0,888.0,888
1001,3772,1773.0,0.0,1773
1002,1685,0.0,2720.0,2720
1002,3221,3633.0,0.0,3633
1003,4113,0.0,886.0,886
1003,5131,1801.0,0.0,1801
1004,2772,0.0,2723.0,2723
1004,4440,3615.0,0.0,3615
1005,53,0.0,1838.0,1838
1005,550,0.0,8976.0,8976
1005,1033,0.0,2641.0,2641
1005,1342,0.0,40054.0,40054
1005,1424,0.0,881.0,881
1005,2002,54448.0,0.0,54448
1005,2240,0.0,4452.0,4452
1005,4408,16001.0,0.0,16001
1005,5020,0.0,10696.0,10696
1006,1323,2673.0,0.0,2673
1006,2090,0.0,1756.0,1756
1007,2747,0.0,888.0,888
1007,5153,1796.0,0.0,1796
1008,679,0.0,2722.0,2722
1008,4598,3617.0,0.0,3617
1009,3468,1781.0,0.0,1781
1009,3894,0.0,906.0,906
1010,1565,0.0,2652.0,2652
1010,1796,3562.0,0.0,3562
1011,4083,0.0,2678.0,2678
1011,4179,3567.0,0.0,3567
1012,1748,898.0,0.0,898
1013,427,2713.0,0.0,2713
1013,1021,0.0,1824.0,1824
1014,2752,881.0,0.0,881
1015,3133,0.0,2662.0,2662
1015,4919,3536.0,0.0,3536
1016,1495,910.0,0.0,910
1017,3144,1808.0,0.0,1808
1017,3944,0.0,911.0,911
1018,2202,4448.0,0.0,4448
1018,4659,0.0,3531.0,3531
1019,1979,1813.0,0.0,1813
1019,4788,0.0,908.0,908
1020,3758,881.0,0.0,881
1021,1013,1824.0,0.0,1824
1021,3087,0.0,894.0,894
1022,953,836.0,0.0,836
1023,2189,3555.0,0.0,3555
1023,4245,0.0,2671.0,2671
1024,548,0.0,852.0,852
1024,3203,1727.0,0.0,1727
1025,787,0.0,1830.0,1830
1025,2898,2708.0,0.0,2708
1026,1327,880.0,0.0,880
1027,2314,4466.0,0.0,4466
1027,3245,0.0,3563.0,3563
1028,3034,1760.0,871.0,2631
1028,3352,871.0,931.0,1802
1029,1242,877.0,0.0,877
1030,2737,920.0,0.0,920
1031,806,0.0,909.0,909
1031,4825,1832.0,0.0,1832
1032,1624,2673.0,0.0,2673
1032,3812,0.0,1791.0,1791
1033,1005,2641.0,0.0,2641
1033,3043,0.0,1771.0,1771
1034,1282,916.0,0.0,916
1035,696,0.0,16958.0,16958
1035,1148,0.0,1799.0,1799
1035,1363,0.0,4377.0,4377
1035,1497,0.0,2642.0,2642
1035,1828,43584.0,58762.0,102346
1035,3034,17887.0,11567.0,29454
1035,3260,0.0,10630.0,10630
1035,4134,0.0,2679.0,2679
1035,4391,0.0,7136.0,7136
1035,4702,42124.0,25917.0,68041
1035,4769,0.0,2682.0,2682
1035,4863,0.0,20642.0,20642
1036,950,2666.0,0.0,2666
1036,3954,0.0,1778.0,1778
1037,1287,1751.0,0.0,1751
1037,3576,0.0,873.0,873
1038,958,1819.0,0.0,1819
1038,2647,0.0,894.0,894
1039,4542,852.0,0.0,852
1040,644,2747.0,0.0,2747
1040,2879,0.0,1827.0,1827
1041,3430,0.0,2751.0,2751
1041,4607,3674.0,0.0,3674
1042,918,1755.0,0.0,1755
1042,926,0.0,913.0,913
1043,1598,0.0,2704.0,2704
1043,3762,3621.0,0.0,3621
1044,3821,919.0,0.0,919
1045,933,1795.0,0.0,1795
1045,3544,0.0,905.0,905
1046,842,0.0,2709.0,2709
1046,3729,3608.0,0.0,3608
1047,1302,0.0,880.0,880
1047,4452,1735.0,0.0,1735
1048,1399,0.0,873.0,873
1048,3355,1701.0,0.0,1701
1049,904,3535.0,0.0,3535
1049,1277,0.0,2637.0,2637
1050,738,879.0,0.0,879
1051,1275,19593.0,0.0,19593
1051,2013,0.0,11560.0,11560
1051,2108,0.0,2672.0,2672
1051,2971,0.0,3622.0,3622
1051,3985,0.0,899.0,899
1052,182,1800.0,0.0,1800
1052,553,0.0,902.0,902
1053,453,920.0,0.0,920
1054,974,0.0,2633.0,2633
1054,1525,3467.0,0.0,3467
1055,415,1790.0,0.0,1790
1055,5189,0.0,887.0,887
1056,2285,0.0,4525.0,4525
1056,3866,5414.0,0.0,5414
1057,3663,1777.0,0.0,1777
1057,4060,0.0,896.0,896
1058,1820,902.0,0.0,902
1059,1275,4407.0,0.0,4407
1059,3159,0.0,3498.0,3498
1060,1115,1677.0,0.0,1677
1060,1929,0.0,842.0,842
1061,1522,0.0,1742.0,1742
1061,1729,2619.0,0.0,2619
1062,1176,0.0,2718.0,2718
1062,1199,3604.0,0.0,3604
1063,83,886.0,0.0,886
1064,2761,3540.0,0.0,3540
1064,4405,0.0,2642.0,2642
1065,727,908.0,0.0,908
1066,562,0.0,924.0,924
1066,3512,1822.0,0.0,1822
1067,485,1820.0,0.0,1820
1067,3336,0.0,914.0,914
1068,920,3653.0,0.0,3653
1068,1606,0.0,2759.0,2759
1069,599,3582.0,0.0,3582
1069,2758,0.0,2722.0,2722
1070,3913,1804.0,0.0,1804
1070,4912,0.0,880.0,880
1071,154,0.0,2663.0,2663
1071,607,3562.0,0.0,3562
1072,2226,0.0,1815.0,1815
1072,3562,2702.0,0.0,2702
1073,1748,6286.0,0.0,6286
1073,2578,0.0,5370.0,5370
1074,96,77677.0,141569.0,219246
1074,283,0.0,6246.0,6246
1074,677,72555.0,35736.0,108291
1074,1123,0.0,17010.0,17010
1074,2001,0.0,4445.0,4445
1074,2011,0.0,16024.0,16024
1074,2992,0.0,2695.0,2695
1074,4561,40730.0,6292.0,47022
1075,1124,1810.0,0.0,1810
1075,4261,0.0,901.0,901
1076,3315,0.0,886.0,886
1076,5107,1784.0,0.0,1784
1077,1840,0.0,3571.0,3571
1077,1858,4482.0,0.0,4482
1078,1435,0.0,3557.0,3557
1078,3334,4476.0,0.0,4476
1079,4024,921.0,0.0,921
1080,1552,917.0,0.0,917
1081,891,1820.0,0.0,1820
1081,2283,0.0,921.0,921
1082,2334,0.0,3565.0,3565
1082,4402,4477.0,0.0,4477
1083,2488,928.0,0.0,928
1084,2183,5310.0,0.0,5310
1084,5236,0.0,4390.0,4390
1085,2570,917.0,0.0,917
1086,671,0.0,1759.0,1759
1086,817,7122.0,0.0,7122
1086,2411,0.0,1830.0,1830
1086,5153,0.0,2653.0,2653
1087,2423,898.0,0.0,898
1088,953,1781.0,0.0,1781
1088,3899,0.0,891.0,891
1089,1653,0.0,4499.0,4499
1089,1852,0.0,1793.0,1793
1089,1871,8927.0,39195.0,48122
1089,4477,0.0,1760.0,1760
1089,4483,0.0,884.0,884
1089,4903,3566.0,12442.0,16008
1090,827,885.0,0.0,885
1091,252,0.0,3605.0,3605
1091,2117,0.0,1831.0,1831
1091,4296,6367.0,0.0,6367
1092,3583,2677.0,0.0,2677
1092,4889,0.0,1777.0,1777
1093,2460,908.0,0.0,908
1094,750,0.0,10708.0,10708
1094,1260,34051.0,8992.0,43043
1094,1589,0.0,1802.0,1802
1094,1735,21247.0,28531.0,49778
1094,2055,57347.0,102513.0,159860
1094,2278,0.0,19674.0,19674
1094,4428,13419.0,10753.0,24172
1095,35,1795.0,0.0,1795
1095,881,0.0,914.0,914
1096,851,1774.0,0.0,1774
1096,4786,0.0,898.0,898
1097,2447,914.0,0.0,914
1098,325,17918.0,0.0,17918
1098,1500,0.0,17047.0,17047
1099,803,2623.0,0.0,2623
1099,3389,0.0,1750.0,1750
1100,2015,910.0,0.0,910
1101,1446,3640.0,0.0,3640
1101,5027,0.0,2747.0,2747
1102,4726,859.0,0.0,859
1103,1320,0.0,880.0,880
1103,4747,1803.0,0.0,1803
1104,2152,0.0,3609.0,3609
1104,2189,4527.0,0.0,4527
1105,4722,910.0,0.0,910
1106,141,1751.0,0.0,1751
1106,1174,0.0,892.0,892
1107,956,4493.0,0.0,4493
1107,1588,0.0,3583.0,3583
1108,1361,5376.0,0.0,5376
1108,2788,0.0,4503.0,4503
1109,431,857.0,0.0,857
1110,340,869.0,0.0,869
1111,699,1764.0,0.0,1764
1111,4373,0.0,873.0,873
1112,977,0.0,897.0,897
1112,3084,1801.0,0.0,1801
1113,2583,918.0,0.0,918
1114,723,3604.0,0.0,3604
1114,1390,0.0,2693.0,2693
1115,1060,0.0,1677.0,1677
1115,1689,2533.0,0.0,2533
1116,2212,864.0,0.0,864
1117,988,892.0,0.0,892
1118,1650,0.0,1767.0,1767
1118,3229,2628.0,0.0,2628
1119,3816,0.0,907.0,907
1119,4803,1810.0,0.0,1810
1120,1786,7070.0,0.0,7070
1120,3050,0.0,6200.0,6200
1121,752,0.0,2682.0,2682
1121,3492,3567.0,0.0,3567
1122,4197,0.0,910.0,910
1122,4863,1822.0,0.0,1822
1123,394,0.0,903.0,903
1123,1074,17010.0,0.0,17010
1123,1354,0.0,13401.0,13401
1123,1360,0.0,5452.0,5452
1123,4561,3628.0,0.0,3628
1124,194,45841.0,0.0,45841
1124,627,0.0,5369.0,5369
1124,1075,0.0,1810.0,1810
1124,1552,0.0,31448.0,31448
1124,2644,0.0,3568.0,3568
1124,2919,0.0,2734.0,2734
1125,967,1817.0,0.0,1817
1125,1807,0.0,901.0,901
1126,2117,899.0,0.0,899
1127,1450,2745.0,0.0,2745
1127,3490,0.0,1813.0,1813
1128,751,2641.0,0.0,2641
1128,1533,0.0,1759.0,1759
1129,54,0.0,3618.0,3618
1129,1359,4531.0,0.0,4531
1130,1540,901.0,0.0,901
1131,491,0.0,2637.0,2637
1131,1306,3547.0,0.0,3547
1132,3361,883.0,0.0,883
1133,1611,2689.0,0.0,2689
1133,2329,0.0,1793.0,1793
1134,3296,0.0,1792.0,1792
1134,4932,2699.0,0.0,2699
1135,681,2650.0,0.0,2650
1135,2972,0.0,1769.0,1769
1136,870,0.0,11646.0,11646
1136,1260,15274.0,24238.0,39512
1136,1735,4441.0,40164.0,44605
1136,2129,0.0,3535.0,3535
1136,4214,0.0,4534.0,4534
1137,987,3611.0,0.0,3611
1137,1879,0.0,2713.0,2713
1138,706,15213.0,0.0,15213
1138,2661,0.0,14310.0,14310
1139,2457,0.0,902.0,902
1139,2487,0.0,9952.0,9952
1139,2502,0.0,1762.0,1762
1139,3079,13507.0,0.0,13507
1140,657,0.0,7155.0,7155
1140,1476,0.0,3458.0,3458
1140,1512,0.0,1738.0,1738
1140,2581,0.0,2709.0,2709
1140,2953,0.0,1775.0,1775
1140,3079,23134.0,0.0,23134
1140,3439,0.0,3665.0,3665
1140,3706,0.0,1772.0,1772
1141,1268,2631.0,0.0,2631
1141,2648,0.0,1770.0,1770
1142,3078,913.0,0.0,913
1143,4548,902.0,0.0,902
1144,2730,1780.0,0.0,1780
1144,5084,0.0,900.0,900
1145,4383,1800.0,0.0,1800
1145,4562,0.0,919.0,919
1146,1383,0.0,3638.0,3638
1146,3432,4570.0,0.0,4570
1147,689,0.0,3566.0,3566
1147,1530,4434.0,0.0,4434
1148,1035,1799.0,0.0,1799
1148,4700,0.0,888.0,888
1149,1249,0.0,1816.0,1816
1149,3582,2703.0,0.0,2703
1150,1919,918.0,0.0,918
1151,590,0.0,3664.0,3664
1151,2543,4581.0,0.0,4581
1152,3494,0.0,3591.0,3591
1152,4129,4502.0,0.0,4502
1153,1792,0.0,909.0,909
1153,2270,1797.0,0.0,1797
1154,2740,0.0,908.0,908
1154,2918,1808.0,0.0,1808
1155,113,0.0,3529.0,3529
1155,2103,4405.0,0.0,4405
1156,261,0.0,898.0,898
1156,496,1809.0,0.0,1809
1157,856,0.0,891.0,891
1157,3398,1780.0,0.0,1780
1158,506,0.0,896.0,896
1158,871,1810.0,0.0,1810
1159,1990,0.0,2718.0,2718
1159,2432,3627.0,0.0,3627
1160,1506,3624.0,0.0,3624
1160,4387,0.0,2719.0,2719
1161,268,0.0,1800.0,1800
1161,960,2693.0,0.0,2693
1162,260,0.0,1799.0,1799
1162,5183,2706.0,0.0,2706
1163,37,0.0,1722.0,1722
1163,4948,2589.0,0.0,2589
1164,1516,0.0,844.0,844
1164,3705,1726.0,0.0,1726
1165,3158,905.0,0.0,905
1166,1604,1806.0,0.0,1806
1166,2970,0.0,924.0,924
1167,752,1773.0,0.0,1773
1167,5097,0.0,866.0,866
1168,716,0.0,1805.0,1805
1168,3952,2719.0,0.0,2719
1169,1356,880.0,0.0,880
1170,3955,0.0,1769.0,1769
1170,4663,2663.0,0.0,2663
1171,2901,0.0,2717.0,2717
1171,3799,3627.0,0.0,3627
1172,214,0.0,917.0,917
1172,1316,1786.0,0.0,1786
1173,434,0.0,875.0,875
1173,1670,1722.0,0.0,1722
1174,1106,892.0,0.0,892
1175,4214,3643.0,0.0,3643
1175,4763,0.0,2750.0,2750
1176,1062,2718.0,0.0,2718
1176,3686,0.0,1805.0,1805
1177,1860,1773.0,0.0,1773
1177,3326,0.0,884.0,884
1178,3550,4503.0,0.0,4503
1178,4703,0.0,3585.0,3585
1179,3241,880.0,0.0,880
1180,1662,0.0,4542.0,4542
1180,4190,5446.0,0.0,5446
1181,94,3612.0,0.0,3612
1181,3380,0.0,2700.0,2700
1182,1533,876.0,0.0,876
1183,3032,1774.0,0.0,1774
1183,3176,0.0,926.0,926
1184,3132,0.0,850.0,850
1184,3165,1748.0,0.0,1748
1185,533,0.0,1754.0,1754
1185,2944,2689.0,0.0,2689
1186,1950,1809.0,0.0,1809
1186,3569,0.0,905.0,905
1187,1615,0.0,3571.0,3571
1187,3978,0.0,21274.0,21274
1187,4000,0.0,880.0,880
1187,4408,31051.0,0.0,31051
1187,4418,0.0,887.0,887
1187,4564,0.0,3555.0,3555
1188,3897,0.0,1829.0,1829
1188,5033,2692.0,0.0,2692
1189,2763,0.0,1766.0,1766
1189,3838,2662.0,0.0,2662
1190,777,0.0,1777.0,1777
1190,3517,2689.0,0.0,2689
1191,2664,827.0,0.0,827
1192,2855,5480.0,0.0,5480
1192,5036,0.0,4578.0,4578
1193,2385,4444.0,0.0,4444
1193,4139,0.0,3538.0,3538
1194,1754,4531.0,0.0,4531
1194,2673,0.0,3628.0,3628
1195,2575,888.0,0.0,888
1196,1263,0.0,5325.0,5325
1196,1905,0.0,5352.0,5352
1196,2347,0.0,6249.0,6249
1196,2894,0.0,4465.0,4465
1196,3216,52598.0,0.0,52598
1196,3478,0.0,3582.0,3582
1196,4650,0.0,26723.0,26723
1197,1380,1771.0,0.0,1771
1197,2032,0.0,880.0,880
1198,1539,880.0,0.0,880
1199,182,4510.0,0.0,4510
1199,1062,0.0,3604.0,3604
1200,1837,0.0,2659.0,2659
1200,2443,3551.0,0.0,3551
1201,3216,1812.0,0.0,1812
1201,4884,0.0,886.0,886
1202,29,907.0,0.0,907
1203,2766,2618.0,0.0,2618
1203,3937,0.0,1745.0,1745
1204,460,0.0,1787.0,1787
1204,4573,2697.0,0.0,2697
1205,2522,896.0,0.0,896
1206,162,903.0,0.0,903
1207,2273,867.0,0.0,867
1208,2339,9768.0,0.0,9768
1208,4682,0.0,8915.0,8915
1209,4273,909.0,0.0,909
1210,3630,903.0,0.0,903
1211,1511,921.0,0.0,921
1212,559,0.0,2648.0,2648
1212,763,3507.0,0.0,3507
1213,4355,1781.0,0.0,1781
1213,5186,0.0,909.0,909
1214,2169,5293.0,0.0,5293
1214,4500,0.0,4407.0,4407
1215,693,0.0,5335.0,5335
1215,2017,6179.0,0.0,6179
1216,1265,0.0,2673.0,2673
1216,2967,3576.0,0.0,3576
1217,131,1754.0,0.0,1754
1217,593,0.0,859.0,859
1218,893,2727.0,0.0,2727
1218,1440,0.0,1798.0,1798
1219,2807,886.0,0.0,886
1220,2197,3566.0,0.0,3566
1220,3208,0.0,2682.0,2682
1221,4600,6289.0,0.0,6289
1221,4973,0.0,5407.0,5407
1222,2676,1765.0,0.0,1765
1222,3656,0.0,877.0,877
1223,739,923.0,0.0,923
1224,696,1790.0,0.0,1790
1224,1273,0.0,874.0,874
1225,3215,901.0,0.0,901
1226,2909,905.0,0.0,905
1227,722,2621.0,0.0,2621
1227,3953,0.0,1723.0,1723
1228,965,0.0,1788.0,1788
1228,1556,8950.0,17912.0,26862
1228,1740,0.0,2697.0,2697
1228,1889,26822.0,8950.0,35772
1228,3039,0.0,3514.0,3514
1229,418,3567.0,0.0,3567
1229,3677,0.0,2644.0,2644
1230,978,900.0,0.0,900
1231,4193,876.0,0.0,876
1232,4532,2616.0,0.0,2616
1232,4820,0.0,1770.0,1770
1233,1303,3477.0,0.0,3477
1233,3743,0.0,2637.0,2637
1234,1247,0.0,2676.0,2676
1234,1510,3584.0,0.0,3584
1235,3042,1806.0,0.0,1806
1235,4046,0.0,887.0,887
1236,1388,2722.0,0.0,2722
1236,4712,0.0,1799.0,1799
1237,1902,0.0,3581.0,3581
1237,4177,4452.0,0.0,4452
1238,1715,0.0,884.0,884
1238,3692,1753.0,0.0,1753
1239,446,0.0,891.0,891
1239,1531,1776.0,0.0,1776
1240,3185,3578.0,0.0,3578
1240,4841,0.0,2664.0,2664
1241,4971,897.0,0.0,897
1242,112,0.0,7093.0,7093
1242,1029,0.0,877.0,877
1242,1560,0.0,3629.0,3629
1242,3471,12480.0,8030.0,20510
1242,3538,12532.0,0.0,12532
1242,4342,0.0,4522.0,4522
1243,3849,930.0,0.0,930
1244,224,923.0,909.0,1832
1244,5131,909.0,0.0,909
1245,851,919.0,0.0,919
1246,447,0.0,4468.0,4468
1246,2449,5347.0,0.0,5347
1247,669,0.0,1752.0,1752
1247,1234,2676.0,0.0,2676
1248,1303,913.0,0.0,913
1249,1149,1816.0,0.0,1816
1249,2773,0.0,904.0,904
1250,218,878.0,0.0,878
1251,1738,2681.0,0.0,2681
1251,5154,0.0,1797.0,1797
1252,1308,0.0,1760.0,1760
1252,3159,2622.0,0.0,2622
1253,1577,0.0,889.0,889
1253,2428,1774.0,0.0,1774
1254,700,892.0,0.0,892
1255,1620,1819.0,0.0,1819
1255,1869,0.0,916.0,916
1256,859,3619.0,0.0,3619
1256,4322,0.0,2685.0,2685
1257,4605,905.0,0.0,905
1258,1531,0.0,2680.0,2680
1258,4483,3600.0,0.0,3600
1259,152,0.0,1784.0,1784
1259,4553,2697.0,0.0,2697
1260,411,0.0,10624.0,10624
1260,1094,8992.0,34051.0,43043
1260,1136,24238.0,15274.0,39512
1260,2062,0.0,9003.0,9003
1260,4428,29422.0,48322.0,77744
1260,5029,0.0,4431.0,4431
1261,3993,0.0,3614.0,3614
1261,4090,4525.0,0.0,4525
1262,843,0.0,2678.0,2678
1262,3621,3581.0,0.0,3581
1263,1196,5325.0,0.0,5325
1263,4061,0.0,4461.0,4461
1264,3789,0.0,1738.0,1738
1264,4560,2632.0,0.0,2632
1265,1216,2673.0,0.0,2673
1265,3286,0.0,1786.0,1786
1266,315,0.0,1826.0,1826
1266,5175,2745.0,0.0,2745
1267,999,1795.0,0.0,1795
1267,2655,0.0,892.0,892
1268,1141,0.0,2631.0,2631
1268,2434,3500.0,0.0,3500
1269,625,3537.0,0.0,3537
1269,2010,0.0,2683.0,2683
1270,22,0.0,1786.0,1786
1270,987,2710.0,0.0,2710
1271,267,878.0,0.0,878
1272,4432,880.0,0.0,880
1273,1224,874.0,0.0,874
1274,625,6320.0,0.0,6320
1274,794,0.0,2735.0,2735
1274,1409,918.0,0.0,918
1274,4694,0.0,3616.0,3616
1275,1051,0.0,19593.0,19593
1275,1059,0.0,4407.0,4407
1275,1455,24890.0,0.0,24890
1276,92,927.0,0.0,927
1277,1049,2637.0,0.0,2637
1277,2575,0.0,1757.0,1757
1278,956,0.0,10814.0,10814
1278,2174,13378.0,0.0,13378
1278,2255,6247.0,0.0,6247
1278,2700,0.0,4388.0,4388
1278,4536,0.0,3542.0,3542
1279,2913,3525.0,0.0,3525
1279,3431,0.0,2616.0,2616
1280,2453,903.0,0.0,903
1281,1596,0.0,4371.0,4371
1281,3549,5249.0,0.0,5249
1282,1034,0.0,916.0,916
1282,3487,1809.0,0.0,1809
1283,3401,2653.0,0.0,2653
1283,5115,0.0,1780.0,1780
1284,3777,866.0,0.0,866
1285,617,1791.0,0.0,1791
1285,2513,0.0,891.0,891
1286,3,0.0,2708.0,2708
1286,3320,3601.0,0.0,3601
1287,1037,0.0,1751.0,1751
1287,2001,2657.0,0.0,2657
1288,2133,867.0,0.0,867
1289,3239,884.0,0.0,884
1290,183,3599.0,0.0,3599
1290,2126,0.0,2692.0,2692
1291,724,3548.0,0.0,3548
1291,4001,0.0,2634.0,2634
1292,206,5430.0,0.0,5430
1292,3372,0.0,4541.0,4541
1293,2310,0.0,5347.0,5347
1293,3678,6248.0,0.0,6248
1294,4466,912.0,0.0,912
1295,304,1725.0,0.0,1725
1295,2873,0.0,882.0,882
1296,1366,1804.0,0.0,1804
1296,1473,0.0,882.0,882
1297,1491,0.0,1798.0,1798
1297,5135,2691.0,0.0,2691
1298,5135,887.0,0.0,887
1299,3027,913.0,0.0,913
1300,103,3598.0,0.0,3598
1300,2818,0.0,2711.0,2711
1301,2982,0.0,894.0,894
1301,4587,1794.0,0.0,1794
1302,1047,880.0,0.0,880
1303,1233,0.0,3477.0,3477
1303,1248,0.0,913.0,913
1303,1492,11549.0,0.0,11549
1303,1553,0.0,1802.0,1802
1303,2732,0.0,4453.0,4453
1304,1648,3632.0,0.0,3632
1304,3455,0.0,2740.0,2740
1305,660,886.0,0.0,886
1306,1131,0.0,3547.0,3547
1306,4359,13455.0,0.0,13455
1306,4498,0.0,3611.0,3611
1306,4999,0.0,5400.0,5400
1307,1366,1813.0,0.0,1813
1307,1991,0.0,914.0,914
1307,2243,0.0,893.0,893
1307,4945,1807.0,906.0,2713
1308,1252,1760.0,0.0,1760
1308,1873,0.0,906.0,906
1309,4850,902.0,0.0,902
1310,1447,0.0,4478.0,4478
1310,2078,5390.0,0.0,5390
1311,2059,2644.0,0.0,2644
1311,3619,0.0,1768.0,1768
1312,668,0.0,1706.0,1706
1312,987,2579.0,0.0,2579
1313,3386,1786.0,0.0,1786
1313,4470,0.0,914.0,914
1314,484,0.0,1774.0,1774
1314,876,15265.0,0.0,15265
1314,1348,1833.0,0.0,1833
1314,2233,0.0,1817.0,1817
1314,4402,0.0,5365.0,5365
1314,4407,0.0,879.0,879
1314,5100,0.0,6379.0,6379
1315,2405,920.0,0.0,920
1316,1172,0.0,1786.0,1786
1316,3822,2687.0,0.0,2687
1317,3525,0.0,2698.0,2698
1317,4352,3620.0,0.0,3620
1318,2291,0.0,911.0,911
1318,3121,1838.0,0.0,1838
1319,519,0.0,2615.0,2615
1319,3940,3537.0,0.0,3537
1320,1103,880.0,0.0,880
1321,3059,2670.0,0.0,2670
1321,4504,0.0,1763.0,1763
1322,91,0.0,4485.0,4485
1322,4131,5386.0,0.0,5386
1323,1006,0.0,2673.0,2673
1323,4591,3569.0,0.0,3569
1324,2991,1811.0,0.0,1811
1324,4684,0.0,916.0,916
1325,1417,13340.0,0.0,13340
1325,2122,0.0,12437.0,12437
1326,1878,0.0,931.0,931
1326,4481,1821.0,0.0,1821
1327,1026,0.0,880.0,880
1327,4495,1766.0,0.0,1766
1328,1637,5332.0,0.0,5332
1328,5163,0.0,4456.0,4456
1329,2712,0.0,1720.0,1720
1329,4704,2600.0,0.0,2600
1330,1525,126864.0,314885.0,441749
1330,2490,316446.0,122409.0,438855
1330,2943,0.0,2693.0,2693
1330,4997,0.0,2654.0,2654
1331,771,0.0,906.0,906
1331,4741,1815.0,0.0,1815
1332,1911,888.0,0.0,888
1333,3260,886.0,0.0,886
1334,63,2689.0,0.0,2689
1334,2113,0.0,1814.0,1814
1335,3530,0.0,903.0,903
1335,4598,1743.0,0.0,1743
1336,2823,897.0,0.0,897
1337,3787,890.0,0.0,890
1338,2353,886.0,0.0,886
1339,596,2716.0,0.0,2716
1339,1984,0.0,1808.0,1808
1340,4351,0.0,893.0,893
1340,4540,1785.0,0.0,1785
1341,429,0.0,2733.0,2733
1341,4050,3637.0,0.0,3637
1342,418,0.0,4461.0,4461
1342,579,0.0,1849.0,1849
1342,841,0.0,4427.0,4427
1342,1005,40054.0,0.0,40054
1342,1786,0.0,7933.0,7933
1342,1865,0.0,1778.0,1778
1342,3197,0.0,3512.0,3512
1342,4345,3514.0,9827.0,13341
1342,4515,0.0,3577.0,3577
1342,4704,0.0,3496.0,3496
1342,5041,0.0,1778.0,1778
1343,438,882.0,0.0,882
1344,4107,0.0,6247.0,6247
1344,5107,7161.0,0.0,7161
1345,400,1773.0,0.0,1773
1345,4231,0.0,908.0,908
1346,2350,1805.0,0.0,1805
1346,2424,0.0,909.0,909
1347,3198,0.0,907.0,907
1347,3941,1769.0,0.0,1769
1348,734,0.0,22390.0,22390
1348,876,110819.0,83643.0,194462
1348,1314,0.0,1833.0,1833
1348,1889,8950.0,33876.0,42826
1348,2382,0.0,6273.0,6273
1348,2887,0.0,13380.0,13380
1348,2991,42782.0,30469.0,73251
1348,3077,0.0,3578.0,3578
1348,3629,0.0,3596.0,3596
1348,3690,0.0,6231.0,6231
1348,4903,11567.0,14272.0,25839
1349,4848,5340.0,0.0,5340
1349,5051,0.0,4444.0,4444
1350,1498,0.0,3495.0,3495
1350,2174,4337.0,0.0,4337
1351,995,0.0,2718.0,2718
1351,2176,3607.0,0.0,3607
1352,1677,0.0,2633.0,2633
1352,2263,3512.0,0.0,3512
1353,2591,4498.0,0.0,4498
1353,3189,0.0,903.0,903
1353,4016,0.0,2686.0,2686
